"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","107,114","-","-","-"
"1","활돔(참돔)","구마모토현","2016-07-11","5,260","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2016-07-11","14,620","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-07-11","7,606","불검출","불검출","적합"
"4","활돔(참돔)","오이타현","2016-07-11","3,194","불검출","불검출","적합"
"5","냉동새치
(황새치,F,횟감)","가나가와현","2016-07-11","8,647","불검출","불검출","적합"
"6","냉동새치
(황새치,목살,횟감)","태평양","2016-07-11","464","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-07-11","1,404","불검출","불검출","적합"
"8","냉장갈치","야마구치현","2016-07-11","320","불검출","불검출","적합"
"9","냉장돔(황돔)","후쿠오카현","2016-07-11","225","불검출","불검출","적합"
"10","냉장갈치","오이타현","2016-07-11","240","불검출","불검출","적합"
"11","냉장갈치","야마구치현","2016-07-11","60","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-07-11","13,755","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2016-07-11","1,402","불검출","불검출","적합"
"14","냉동가리비
(외투막)","홋카이도","2016-07-11","18,000","불검출","불검출","적합"
"15","냉장갈치","에히메현","2016-07-11","380","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-07-11","408","불검출","불검출","적합"
