"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","36건","-","-","127,844","-","-","-"
"1","활돔(참돔)","에히메현","2015-6-2","7,949","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2015-6-2","7,667","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2015-6-2","3,926","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2015-6-2","13,690","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2015-6-2","13,805","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-6-2","6,000","불검출","불검출","적합"
"7","활가리비","홋카이도","2015-6-2","7,420","불검출","불검출","적합"
"8","활돔(돌돔)","나가사키현","2015-6-2","1,273","불검출","불검출","적합"
"9","활대합(북방대합)","홋카이도","2015-6-2","172","불검출","불검출","적합"
"10","냉장홍어","야마구치현","2015-6-2","250","불검출","불검출","적합"
"11","활해삼","니가타현","2015-6-2","2,862","불검출","불검출","적합"
"12","활가리비","홋카이도","2015-6-2","7,206","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2015-6-2","15","불검출","불검출","적합"
"14","냉장갈치","히로시마현","2015-6-2","780","불검출","불검출","적합"
"15","냉장갈치","에히메현","2015-6-2","376","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2015-6-2","3,600","불검출","불검출","적합"
"17","냉장돔(황돔)","야마구치현","2015-6-2","290","불검출","불검출","적합"
"18","냉장가오리","야마구치현","2015-6-2","70","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2015-6-2","3,680","불검출","불검출","적합"
"20","활돔(돌돔)","나가사키현","2015-6-2","1,351","불검출","불검출","적합"
"21","활가리비","홋카이도","2015-6-2","6,074","불검출","불검출","적합"
"22","냉장갈치","와카야마현","2015-6-2","3,280","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2015-6-2","1,048","불검출","불검출","적합"
"24","활가리비","홋카이도","2015-6-2","7,240","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2015-6-2","2,080","불검출","불검출","적합"
"26","냉장갈치","야마구치현","2015-6-2","360","불검출","불검출","적합"
"27","냉장명태","홋카이도","2015-6-2","2,856","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2015-6-2","3,656","불검출","불검출","적합"
"29","냉장갈치","오이타현","2015-6-2","873","불검출","불검출","적합"
"30","냉장준치","구마모토현","2015-6-2","700","불검출","불검출","적합"
"31","냉장갈치","에히메현","2015-6-2","792","불검출","불검출","적합"
