"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장돔(참돔)","야마구치현","2016-08-30","225","불검출","불검출","적합"
"18","냉장돔(황돔)","나가사키현","2016-08-30","784","불검출","불검출","적합"
"19","냉장돔(황돔)","야마구치현","2016-08-30","100","불검출","불검출","적합"
"20","냉장민어(수조기)","야마구치현","2016-08-30","57","불검출","불검출","적합"
"21","활우렁쉥이","홋카이도","2016-08-30","8,956","불검출","불검출","적합"
"22","활가리비","홋카이도","2016-08-30","7,265","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2016-08-30","2,104","불검출","불검출","적합"
"24","냉장갈치","와카야마현","2016-08-30","552","불검출","불검출","적합"
"25","냉장준치","구마모토현","2016-08-30","245","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2016-08-30","1,416","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-08-30","2,463","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2016-08-30","3,369","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2016-08-30","5,887","불검출","불검출","적합"
"30","냉장갈치","후쿠오카현","2016-08-30","740","불검출","불검출","적합"
"31","냉장돔(참돔)","후쿠오카현","2016-08-30","825","불검출","불검출","적합"
"32","냉장돔(참돔)","야마구치현","2016-08-30","1,995","불검출","불검출","적합"
"33","냉장돔(황돔)","야마구치현","2016-08-30","805","불검출","불검출","적합"
"34","냉장갈치","후쿠오카현","2016-08-30","445","불검출","불검출","적합"
