"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","130,191","-","-","-"
"1","활돔(참돔)","구마모토현","2016-08-30","14,698","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-08-30","4,674","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-08-30","18,795","불검출","불검출","적합"
"4","냉동다랑어
(눈다랑어,목살)","태평양","2016-08-30","5,420","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-08-30","4,380","불검출","불검출","적합"
"6","냉동다랑어
(황다랑어,F,횟감)","인도양","2016-08-30","800","불검출","불검출","적합"
"7","냉장돔(참돔)","나가사키현","2016-08-30","112","불검출","불검출","적합"
"8","냉동갈치","오이타현","2016-08-30","1,055","불검출","불검출","적합"
"9","냉동돔(황돔)","나가사키현","2016-08-30","1,572","불검출","불검출","적합"
"10","냉장민어(수조기)","야마구치현","2016-08-30","51","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-08-30","1,625","불검출","불검출","적합"
"12","냉장갈치","오이타현","2016-08-30","155","불검출","불검출","적합"
"13","냉장돔(참돔)","야마구치현","2016-08-30","493","불검출","불검출","적합"
"14","냉장돔(황돔)","야마구치현","2016-08-30","1,084","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2016-08-30","1,256","불검출","불검출","적합"
"16","냉장돔(참돔)","나가사키현","2016-08-30","136","불검출","불검출","적합"
