"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"83","빵류(그외 빵류)","히로시마현","2016-08-04","379","불검출","불검출","적합"
"84","청주","이바라키현","2016-07-14","5,562","불검출","불검출","적합"
"85","덱스트린","효고현","2016-06-17","5,000","불검출","불검출","적합"
"86","맥주","아이치현","2016-06-21","144","불검출","불검출","적합"
"87","양조간장","도치기현","2016-06-13","48","불검출","불검출","적합"
"88","과자(웨이퍼)","오사카부","2016-06-09","1,158","불검출","불검출","적합"
"89","과자(스낵과자)","지바현","2016-07-04","66","불검출","불검출","적합"
"90","맥주","후쿠오카현","2016-07-20","33,600","불검출","불검출","적합"
"91","식용유지가공품","지바현","2016-07-14","2,400","불검출","불검출","적합"
"92","빵류(그외 빵류)","히로시마현","2016-08-01","538","불검출","불검출","적합"
"93","맥주","아이치현","2016-07-02","144","불검출","불검출","적합"
"94","어묵","효고현","2016-06-25","2,581","불검출","불검출","적합"
"95","맥주","훗카이도","2016-07-12","660","불검출","불검출","적합"
"96","보리식이섬유(원료성)","오사카부","2016-07-26","300","불검출","불검출","적합"
"97","혼합제제","지바현","2016-07-19","300","불검출","불검출","적합"
"98","캔디류(젤리)","아이치현","2016-06-20","116","불검출","불검출","적합"
"99","혼합제제","지바현","2016-07-12","300","불검출","불검출","적합"
"100","맥주","훗카이도","2016-07-13","660","불검출","불검출","적합"
"101","소주","가고시마현","2016-05-27","173","불검출","불검출","적합"
"102","액상커피","와카야마현","","100","불검출","불검출","적합"
"103","자당지방산에스테르","미에현","2016-04-11","3,600","불검출","불검출","적합"
"104","자당지방산에스테르","미에현","2016-07-08","3,600","불검출","불검출","적합"
"105","탄산칼슘","오카야마현","2016-08-02","16,500","불검출","불검출","적합"
"106","기타주류","야마구치현","2016-06-16","3,880","불검출","불검출","적합"
"107","맥주","아이치현","2016-06-28","144","불검출","불검출","적합"
"108","맥주","훗카이도","2016-07-08","660","불검출","불검출","적합"
"109","맥주","훗카이도","2016-07-14","1,540","불검출","불검출","적합"
"110","합성착향료","야마가타현","2016-08-05","4","불검출","불검출","적합"
"111","혼합제제","시즈오카현","2016-07-19","100","불검출","불검출","적합"
"112","맥주","이와테현","2016-07-25","290","불검출","불검출","적합"
"113","청주","기후현","2016-08-09","518","불검출","불검출","적합"
"114","액상커피","시가현","2016-07-22","173","불검출","불검출","적합"
"115","냉면","효고현","2016-07-23","960","불검출","불검출","적합"
"116","고춧가루","효고현","2016-08-17","100","불검출","불검출","적합"
"117","소스류","야마구치현","2016-07-22","472","불검출","불검출","적합"
