"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동다랑어(참다랑어,F,횟감)","포르투갈","2018-05-29","130","불검출","불검출","적합"
"2","냉동가자미(마소치가자미)","미국","2018-05-29","48,594","불검출","불검출","적합"
"3","냉동대구","러시아","2018-05-29","615","불검출","불검출","적합"
"4","냉동가자미(까지가자미)","러시아","2018-05-29","22,500","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2018-05-29","17,700","불검출","불검출","적합"
"6","냉동대구(F)","러시아","2018-05-29","5,670","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2018-05-29","5,625","불검출","불검출","적합"
"8","냉동가자미(각시가자미)","러시아","2018-05-29","88,200","불검출","불검출","적합"
"9","냉동가자미(각시가자미)","러시아","2018-05-29","22,500","불검출","불검출","적합"
"10","냉동상어(청새리상어,지느러미,자
숙)","싱가포르","2018-05-29","250","불검출","불검출","적합"
"11","냉동대구(목살)","러시아","2018-05-29","1,488","불검출","불검출","적합"
"합계","","-","-","213,272","-","-","-"
