"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"16","향신료조제품","시즈오카현","2019-02-25","253","불검출","불검출","적합"
"17","액상차","미에현","2019-06-22","1,200","불검출","불검출","적합"
"18","혼합제제","효고현","2018-07-03","17","불검출","불검출","적합"
"19","혼합제제","효고현","2019-07-05","51","불검출","불검출","적합"
"20","혼합제제","효고현","2018-07-05","10","불검출","불검출","적합"
"21","혼합제제","오카야마현","2019-07-12","15","불검출","불검출","적합"
"22","옥수수기름(옥배유)","미에현","2019-06-28","212,410","불검출","불검출","적합"
"23","소스","도치기현","2019-04-30","12,355","불검출","불검출","적합"
"24","볶은커피","오사카부","2019-05-29","2,661","불검출","불검출","적합"
"25","청주","도치기현","2019-06-03","104","불검출","불검출","적합"
"26","청주","니가타현","2019-06-26","281","불검출","불검출","적합"
"27","달맞이꽃종자
추출물 (원료성)","아이치현","2019-07-12","81","불검출","불검출","적합"
"28","혼합제제","효고현","2019-07-02","17","불검출","불검출","적합"
"29","혼합제제","사이타마현","2019-07-05","600","불검출","불검출","적합"
"30","혼합제제","사이타마현","2019-07-09","20","불검출","불검출","적합"
"31","혼합제제","사이타마현","2019-07-05","54","불검출","불검출","적합"
"32","혼합제제","사이타마현","2019-07-05","18","불검출","불검출","적합"
"33","혼합제제","사이타마현","2019-07-05","36","불검출","불검출","적합"
"34","혼합제제","사이타마현","2019-07-08","90","불검출","불검출","적합"
"35","혼합제제","사이타마현","2019-07-08","180","불검출","불검출","적합"
"36","혼합제제","사이타마현","2019-07-05","40","불검출","불검출","적합"
"37","혼합제제","사이타마현","2019-07-08","240","불검출","불검출","적합"
"38","유탕면","후쿠오카현","2019-07-04","3,142","불검출","불검출","적합"
"39","혼합제제","사이타마현","2019-07-05","60","불검출","불검출","적합"
"40","소스","후쿠오카현","2019-06-14","2,765","불검출","불검출","적합"
"41","기타가공품","기후현","2019-07-04","28","불검출","불검출","적합"
"42","과자","아이치현","2019-07-03","125","불검출","불검출","적합"
"43","글루코사민 제품","도쿄도","2019-06-18","184","불검출","불검출","적합"
"44","혼합제제","사이타마현","2019-05-20","72","불검출","불검출","적합"
"45","혼합제제","사이타마현","2019-07-05","200","불검출","불검출","적합"
"46","혼합제제","사이타마현","2019-07-08","90","불검출","불검출","적합"
"47","당류가공품","오키나와현","2019-04-22","3,000","불검출","불검출","적합"
"48","혼합제제","오사카부","2019-04-05","40","불검출","불검출","적합"
"49","혼합제제","오사카부","2019-07-09","15","불검출","불검출","적합"
