"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","336,986","-","-","-"
"1","냉동상어
(청상아리)","대만","2016-11-07","5,742","불검출","불검출","적합"
"2","냉동대구","러시아","2016-11-07","1,075","불검출","불검출","적합"
"3","냉동꽁치","대만","2016-11-07","160,468","불검출","불검출","적합"
"4","냉동대구","러시아","2016-11-07","364","불검출","불검출","적합"
"5","냉동꽁치","대만","2016-11-07","145,070","불검출","불검출","적합"
"6","냉동다랑어
(황다랑어)","대만","2016-11-07","24,267","불검출","불검출","적합"
