"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","129,946","-","-","-"
"1","마른다랑어
(가다랑어,훈제)","가고시마현","2016-11-03","10,800","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-11-03","9,618","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-11-03","14,603","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2016-11-03","9,200","불검출","불검출","적합"
"5","냉동새치
(황새치,목살,횟감)","대서양","2016-11-03","398","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2016-11-03","3,249","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2016-11-03","8,188","불검출","불검출","적합"
"8","냉장갈치","오이타현","2016-11-03","520","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-11-03","1,388","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-11-03","1,388","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-11-03","938","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-11-03","936","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-11-03","1,980","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2016-11-03","136","불검출","불검출","적합"
"15","냉장갈치","에히메현","2016-11-03","270","불검출","불검출","적합"
"16","냉장준치","구마모토현","2016-11-03","133","불검출","불검출","적합"
