"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","오이타현","2016-11-03","600","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2016-11-03","1,688","불검출","불검출","적합"
"19","냉장준치","오사카부","2016-11-03","192","불검출","불검출","적합"
"20","냉장홍어","야마구치현","2016-11-03","330","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-11-03","8,840","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2016-11-03","2,763","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2016-11-03","448","불검출","불검출","적합"
"24","냉장갈치","오이타현","2016-11-03","1,190","불검출","불검출","적합"
"25","냉장갈치","야마구치현","2016-11-03","705","불검출","불검출","적합"
"26","활우렁쉥이","홋카이도","2016-11-03","15,246","불검출","불검출","적합"
"27","냉장갈치","후쿠오카현","2016-11-03","922","불검출","불검출","적합"
"28","냉장명태","홋카이도","2016-11-03","2,720","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2016-11-03","9,652","불검출","불검출","적합"
"30","냉장갈치","와카야마현","2016-11-03","656","불검출","불검출","적합"
"31","냉장갈치","오이타현","2016-11-03","1,975","불검출","불검출","적합"
"32","냉장갈치","미야자키현","2016-11-03","365","불검출","불검출","적합"
"33","냉장돔(황돔)","후쿠오카현","2016-11-03","65","불검출","불검출","적합"
"34","활꼬막","후쿠오카현","2016-11-03","540","불검출","불검출","적합"
"35","냉장갈치","후쿠오카현","2016-11-03","1,040","불검출","불검출","적합"
