"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","136,930","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-11-04","797","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-11-04","10,273","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-11-04","12,047","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-11-04","7,000","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-11-04","4,000","불검출","불검출","적합"
"6","냉장갈치","후쿠오카현","2016-11-04","1,145","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-11-04","6,978","불검출","불검출","적합"
"8","냉장갈치","오이타현","2016-11-04","585","불검출","불검출","적합"
"9","냉장갈치","효고현","2016-11-04","1,544","불검출","불검출","적합"
"10","냉장돔(황돔)","야마구치현","2016-11-04","160","불검출","불검출","적합"
"11","냉장가오리","야마구치현","2016-11-04","470","불검출","불검출","적합"
"12","냉장갈치","야마구치현","2016-11-04","375","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-11-04","2,800","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-11-04","2,750","불검출","불검출","적합"
"15","냉장가오리","에히메현","2016-11-04","1,040","불검출","불검출","적합"
"16","냉장돔(황돔)","나가사키현","2016-11-04","336","불검출","불검출","적합"
