"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","51,149","-","-","-"
"1","냉동개아지살
(가리비,횟감)","홋카이도","2016-11-07","300","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2016-11-07","8,390","불검출","불검출","적합"
"3","활돔(벵에돔)","나가사키현","2016-11-07","794","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2016-11-07","7,000","불검출","불검출","적합"
"5","냉장돔(황돔)","야마구치현","2016-11-07","200","불검출","불검출","적합"
"6","냉동돔(황돔)","야마구치현","2016-11-07","2,650","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-11-07","2,844","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-11-07","5,520","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-11-07","5,917","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-11-07","3,280","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-11-07","1,114","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-11-07","2,390","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-11-07","2,970","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-11-07","1,500","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-11-07","3,300","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-11-07","2,980","불검출","불검출","적합"
