"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(참돔)","고치현","2019-04-19","14,004","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-04-19","5,200","불검출","불검출","적합"
"3","활가리비","홋카이도","2019-04-19","8,064","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2019-04-19","1,143","불검출","불검출","적합"
"5","활돔(돌돔)","고치현","2019-04-19","1,193","불검출","불검출","적합"
"6","활가리비","홋카이도","2019-04-19","3,168","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-04-19","3,887","불검출","불검출","적합"
"8","냉장갈치","오이타현","2019-04-19","100","불검출","불검출","적합"
"9","냉장명태","홋카이도","2019-04-19","1,300","불검출","불검출","적합"
"10","활돔(참돔)","에히메현","2019-04-19","7,485","불검출","불검출","적합"
"11","냉장전갱이(흑점줄전갱이)","미야자키현","2019-04-19","8","불검출","불검출","적합"
"12","냉동새우살","도야마현","2019-04-19","50","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2019-04-19","2,343","불검출","불검출","적합"
"14","냉동다랑어(눈다랑어,F,횟감)","태평양","2019-04-19","1,000","불검출","불검출","적합"
"15","활가리비","홋카이도","2019-04-19","6,944","불검출","불검출","적합"
"16","냉장방어(잿방어)","미야자키현","2019-04-19","22","불검출","불검출","적합"
"17","냉장복어(검복)","돗토리현","2019-04-19","877","불검출","불검출","적합"
"18","냉장명태","홋카이도","2019-04-19","1,300","불검출","불검출","적합"
"19","냉장명태","홋카이도","2019-04-19","1,300","불검출","불검출","적합"
"20","활전갱이(흑점줄전갱이)","에히메현","2019-04-19","1,425","불검출","불검출","적합"
