"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"18","캔디류(사탕)","나가노현","2014-08-16","132","불검출","불검출","적합"
"19","혼합제제","효고현","2014-10-21","20","불검출","불검출","적합"
"20","복합조미식품","훗카이도","2014-10-16","100","불검출","불검출","적합"
"21","복합조미식품","훗카이도","2014-10-15","105","불검출","불검출","적합"
"22","혼합제제","가나가와현","2014-10-09","50","불검출","불검출","적합"
"23","떡류","군마현","2014-07-17","273","불검출","불검출","적합"
"24","떡류","군마현","2014-07-30","982.8","불검출","불검출","적합"
"25","떡류","군마현","2014-07-11","163.8","불검출","불검출","적합"
"26","떡류","군마현","2014-07-21","163.8","불검출","불검출","적합"
"27","떡류","군마현","2014-07-25","491.4","불검출","불검출","적합"
"28","떡류","군마현","2014-07-09","218.4","불검출","불검출","적합"
"29","떡류","군마현","2014-07-16","764.4","불검출","불검출","적합"
"30","떡류","군마현","2014-07-29","491.4","불검출","불검출","적합"
"31","떡류","군마현","2014-07-07","546","불검출","불검출","적합"
"32","떡류","군마현","2014-08-27","655.2","불검출","불검출","적합"
"33","떡류","군마현","2014-07-15","546","불검출","불검출","적합"
"34","떡류","군마현","2014-07-04","600.6","불검출","불검출","적합"
"35","떡류","군마현","2014-07-10","163.8","불검출","불검출","적합"
"36","떡류","군마현","2014-06-12","273","불검출","불검출","적합"
"37","떡류","군마현","2014-08-20","218.4","불검출","불검출","적합"
"38","떡류","군마현","2014-06-02","327.6","불검출","불검출","적합"
"39","떡류","군마현","2014-06-19","273","불검출","불검출","적합"
"40","떡류","군마현","2014-07-21","163.8","불검출","불검출","적합"
"41","떡류","군마현","2014-06-09","109.2","불검출","불검출","적합"
"42","떡류","군마현","2014-08-07","109.2","불검출","불검출","적합"
"43","캔디류(젤리)","도쿄도","2014-09-11","6.2","불검출","불검출","적합"
"44","캔디류(젤리)","도쿄도","2014-09-17","3.9","불검출","불검출","적합"
"45","캔디류(사탕)","도쿄도","2014-09-17","16","불검출","불검출","적합"
"46","준초콜릿","도쿄도","2014-09-18","11.6","불검출","불검출","적합"
"47","소스류","오사카부","2014-10-08","2,160","불검출","불검출","적합"
"48","기타가공품","에히메현","2014-09-22","2.4","불검출","불검출","적합"
"49","소스류","사가현","2014-09-02","15.2","불검출","불검출","적합"
"50","기타가공품","사이타마현","2014-09-17","20.4","불검출","불검출","적합"
"51","농산물조림","야마가타현","2014-09-03","240","불검출","불검출","적합"
"52","즉석조리식품","나가노현","2014-10-07","1,382.4","불검출","불검출","적합"
"53","폴리글리세린
지방산에스테르","효고현","2014-09-26","1,000","불검출","불검출","적합"
"54","발효식초","도쿄도","2014-10-07","1,440","불검출","불검출","적합"
"55","당절임","와카야마현","2014-07-09","240","불검출","불검출","적합"
"56","합성착향료","효고현","2014-10-17","17","불검출","불검출","적합"
"57","혼합제제","효고현","2014-10-21","17","불검출","불검출","적합"
