"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"59","청주","니가타현","2014-10-08","613.61","불검출","불검출","적합"
"60","청주","니가타현","2014-10-08","613.44","불검출","불검출","적합"
"61","청주","니가타현","2014-10-09","1,261.44","불검출","불검출","적합"
"62","청주","니가타현","2014-10-09","1,927.8","불검출","불검출","적합"
"63","청주","니가타현","2014-10-09","1,285.2","불검출","불검출","적합"
"64","혼합제제","오카야마현","2014-07-11","60","불검출","불검출","적합"
"65","청주","니가타현","2014-10-07","505.44","불검출","불검출","적합"
"66","혼합제제","오카야마현","2014-10-14","45","불검출","불검출","적합"
"67","혼합제제","오카야마현","2014-10-16","120","불검출","불검출","적합"
"68","혼합제제","오카야마현","2014-10-14","15","불검출","불검출","적합"
"69","맥주","후쿠오카현","2014-09-11","65,313.6","불검출","불검출","적합"
"70","혼합제제","효고현","2014-10-21","51","불검출","불검출","적합"
"71","혼합제제","오카야마현","2014-10-15","15","불검출","불검출","적합"
"72","소스류","야마구치현","2014-06-02","300","불검출","불검출","적합"
"73","소스류","야마구치현","2014-07-15","300","불검출","불검출","적합"
"74","기타주류","야마구치현","2014-10-01","300","불검출","불검출","적합"
"75","기타주류","야마구치현","2014-09-20","400","불검출","불검출","적합"
"76","고춧가루","효고현","2014-10-27","100","불검출","불검출","적합"
"77","고춧가루","효고현","2014-10-27","100","불검출","불검출","적합"
"78","발효식초","나라현","2014-09-21","102","불검출","불검출","적합"
"79","과.채가공품","ETC","2014-09-11","500","불검출","불검출","적합"
"80","혼합제제","오사카부","2014-10-16","176","불검출","불검출","적합"
"81","혼합제제","오사카부","2014-10-17","96","불검출","불검출","적합"
"82","인스턴트커피","시즈오카현","2014-10-17","8,250","불검출","불검출","적합"
"83","향신료조제품","나가노현","2014-09-23","129","불검출","불검출","적합"
"84","향신료조제품
(고추냉이가공품)","사이타마현","2014-09-24","210","불검출","불검출","적합"
"85","향신료조제품
(고추냉이가공품)","사이타마현","2014-09-11","1,116","불검출","불검출","적합"
"86","카레","니가타현","2014-10-02","432","불검출","불검출","적합"
"87","카레","니가타현","2014-10-03","720","불검출","불검출","적합"
"88","유탕면류","아이치현","2014-10-10","409.5","불검출","불검출","적합"
"89","유탕면류","아이치현","2014-10-11","405","불검출","불검출","적합"
"90","과자(비스킷)","아이치현","2014-10-15","136.8","불검출","불검출","적합"
"91","드레싱","나가사키현","2014-09-30","1,363.72","불검출","불검출","적합"
"92","소스류","나가사키현","2014-10-09","7,298.28","불검출","불검출","적합"
"93","소스류","나가사키현","2014-09-30","1,578.68","불검출","불검출","적합"
"94","소스류","나가사키현","2014-10-11","1,050","불검출","불검출","적합"
"95","캔디류(양갱)","아이치현","2014-09-05","432","불검출","불검출","적합"
"96","혼합제제","오카야마현","2014-09-29","45","불검출","불검출","적합"
"97","혼합제제","오카야마현","2014-09-30","75","불검출","불검출","적합"
"98","혼합제제","시즈오카현","2014-10-07","2,890","불검출","불검출","적합"
