"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장명태","홋카이도","2016-02-25","2,340","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2016-02-25","591","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-02-25","1,326","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-02-25","2,350","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-02-25","175","불검출","불검출","적합"
"21","냉장갈치","히로시마현","2016-02-25","1,545","불검출","불검출","적합"
"22","냉장가오리","야마구치현","2016-02-25","200","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-02-25","3,000","불검출","불검출","적합"
"24","냉장갈치","에히메현","2016-02-25","88","불검출","불검출","적합"
"25","냉장갈치","효고현","2016-02-25","472","불검출","불검출","적합"
"26","냉장갈치","오이타현","2016-02-25","1,590","불검출","불검출","적합"
"27","활가리비","홋카이도","2016-02-25","6,982","불검출","불검출","적합"
"28","냉동가리비
(
외투막
)","홋카이도","2016-02-25","24,000","불검출","불검출","적합"
