"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건28","-","-","104,330","-","-","-"
"1","활가리비","홋카이도","2016-02-25","7,000","불검출","불검출","적합"
"2","냉동가리비
(
외투막
)","홋카이도","2016-02-25","24,000","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2016-02-25","8,478","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-02-25","2,290","불검출","불검출","적합"
"5","냉장병어","야마구치현","2016-02-25","510","불검출","불검출","적합"
"6","냉장갈치","야마구치현","2016-02-25","2,512","불검출","불검출","적합"
"7","냉장가오리","야마구치현","2016-02-25","340","불검출","불검출","적합"
"8","냉장홍어","야마구치현","2016-02-25","630","불검출","불검출","적합"
"9","냉장돔 황돔(
)","야마구치현","2016-02-25","320","불검출","불검출","적합"
"10","활꼬막","후쿠오카현","2016-02-25","3,440","불검출","불검출","적합"
"11","활꼬막 새꼬막
(
)","후쿠오카현","2016-02-25","1,220","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-02-25","3,000","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-02-25","2,000","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-02-25","2,592","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-02-25","1,339","불검출","불검출","적합"
