"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장갈치","와카야마현","2019-05-27","1,760","불검출","불검출","적합"
"2","냉동다랑어(남방참다랑어,F,횟감) 인도양","","2019-05-27","1,998","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2019-05-27","4,008","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2019-05-27","2,729","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2019-05-27","1,040","불검출","불검출","적합"
"6","냉장명태","홋카이도","2019-05-27","650","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2019-05-27","1,600","불검출","불검출","적합"
"8","활돔(벵에돔)","고치현","2019-05-27","1,567","불검출","불검출","적합"
"9","냉장가오리","야마구치현","2019-05-27","140","불검출","불검출","적합"
"10","냉동가리비","홋카이도","2019-05-27","120","불검출","불검출","적합"
"11","활가리비","홋카이도","2019-05-27","6,928","불검출","불검출","적합"
"합계","","-","-","22,540","-","-","-"
