"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"98","어묵","사가현","2014-10-01","720","불검출","불검출","적합"
"99","어묵","사가현","2014-10-01","420","불검출","불검출","적합"
"100","어묵","사가현","2014-10-01","4,898","불검출","불검출","적합"
"101","어묵","사가현","2014-10-01","1,056","불검출","불검출","적합"
"102","어묵","미야자키현","2014-10-15","364","불검출","불검출","적합"
"103","어묵","사가현","2014-10-01","600","불검출","불검출","적합"
"104","어묵","사가현","2014-05-01","300","불검출","불검출","적합"
"105","어묵","사가현","2014-10-01","480","불검출","불검출","적합"
"106","어묵","야마구치현","2014-10-14","300","불검출","불검출","적합"
"107","갈락토올리고당","훗카이도","2014-02-20","1,000","불검출","불검출","적합"
"108","과자(스낵과자)","니가타현","2014-10-14","248","불검출","불검출","적합"
"109","과자(스낵과자)","니가타현","2014-10-13","202","불검출","불검출","적합"
"110","과자(스낵과자)","니가타현","2014-10-19","162","불검출","불검출","적합"
"111","과자(스낵과자)","니가타현","2014-10-21","282","불검출","불검출","적합"
"112","과자(스낵과자)","니가타현","2014-10-22","39","불검출","불검출","적합"
"113","과자(스낵과자)","니가타현","2014-10-18","26","불검출","불검출","적합"
"114","과자(스낵과자)","니가타현","2014-10-21","17","불검출","불검출","적합"
"115","과자(스낵과자)","니가타현","2014-10-23","46","불검출","불검출","적합"
"116","과자(스낵과자)","니가타현","2014-10-14","21","불검출","불검출","적합"
"117","과자(스낵과자)","니가타현","2014-10-23","112","불검출","불검출","적합"
"118","과자(스낵과자)","니가타현","2014-10-17","119","불검출","불검출","적합"
"119","기타가공품","기후현","2014-10-27","316","불검출","불검출","적합"
"120","기타주류","가고시마현","2014-11-05","15,104","불검출","불검출","적합"
"121","자당지방산에스
테르","시가현","2014-09-10","5,600","불검출","불검출","적합"
"122","자당지방산에스
테르","시가현","2014-09-01","2,400","불검출","불검출","적합"
"123","혼합제제","시가현","2014-11-07","25","불검출","불검출","적합"
"124","혼합제제","시가현","2014-11-06","25","불검출","불검출","적합"
"125","맥주","후쿠오카현","2014-10-01","81,753.6","불검출","불검출","적합"
"126","수산물가공품","훗카이도","2014-10-31","600","불검출","불검출","적합"
"127","드레싱","사가현","2014-10-29","456","불검출","불검출","적합"
"128","소스류","오이타현","2014-10-20","3,600","불검출","불검출","적합"
"129","당류가공품","오사카부","2014-10-01","153","불검출","불검출","적합"
"130","당류가공품","오사카부","2014-10-01","141","불검출","불검출","적합"
"131","가공두부","후쿠오카현","2014-10-02","12,060","불검출","불검출","적합"
"132","과자(웨이퍼)","오사카부","2014-10-15","496","불검출","불검출","적합"
"133","과자(스낵과자)","니가타현","2014-10-23","594","불검출","불검출","적합"
"134","볶은커피","미에현","2014-08-13","384","불검출","불검출","적합"
"135","인스턴트커피","미에현","2014-08-26","450","불검출","불검출","적합"
"136","식용유지가공품","오사카부","2014-10-29","180.1","불검출","불검출","적합"
"137","기타가공품","이바라키현","2014-10-18","9,000","불검출","불검출","적합"
