"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"58","자당지방산에스
테르","미에현","2014-09-08","2,880","불검출","불검출","적합"
"59","캔디류(사탕)","아이치현","2014-10-23","600","불검출","불검출","적합"
"60","드레싱","도치기현","2014-09-19","150","불검출","불검출","적합"
"61","캔디류(사탕)","아이치현","2014-10-24","168","불검출","불검출","적합"
"62","과자(스낵과자)","이바라키현","2014-10-29","2,471.4","불검출","불검출","적합"
"63","과자(스낵과자)","이바라키현","2014-10-30","2,444.4","불검출","불검출","적합"
"64","과자(스낵과자)","이바라키현","2014-10-28","2,471.4","불검출","불검출","적합"
"65","소스류","교토부","2014-09-11","303","불검출","불검출","적합"
"66","소스류","교토부","2014-10-30","2,470","불검출","불검출","적합"
"67","소스류","교토부","2014-10-24","1,700","불검출","불검출","적합"
"68","소스류","교토부","2014-10-18","2,358","불검출","불검출","적합"
"69","소스류","교토부","2014-10-18","2,560","불검출","불검출","적합"
"70","소스류","교토부","2014-10-18","2,560","불검출","불검출","적합"
"71","소스류","교토부","2014-09-09","1,105","불검출","불검출","적합"
"72","소스류","교토부","2014-10-11","405","불검출","불검출","적합"
"73","소스류","교토부","2014-10-24","270","불검출","불검출","적합"
"74","향신료조제품","시즈오카현","2014-10-15","1,500","불검출","불검출","적합"
"75","소스류","교토부","2014-10-15","816","불검출","불검출","적합"
"76","소스류","교토부","2014-10-30","645","불검출","불검출","적합"
"77","과자(스낵과자)","사이타마현","2014-06-04","2,512","불검출","불검출","적합"
"78","소스류","교토부","2014-09-03","250","불검출","불검출","적합"
"79","소스류","교토부","2014-10-23","262","불검출","불검출","적합"
"80","소스류","교토부","2014-08-12","393","불검출","불검출","적합"
"81","복합조미식품","교토부","2014-10-15","550","불검출","불검출","적합"
"82","드레싱","사가현","2014-09-16","3,240","불검출","불검출","적합"
"83","갈락토올리고당","시즈오카현","2013-10-30","200","불검출","불검출","적합"
"84","혼합제제","효고현","2014-11-04","17","불검출","불검출","적합"
"85","혼합제제","효고현","2014-11-06","34","불검출","불검출","적합"
"86","혼합제제","효고현","2014-11-04","17","불검출","불검출","적합"
"87","청주","도치기현","2014-10-20","3,402","불검출","불검출","적합"
"88","청주","도치기현","2014-10-08","1,555.2","불검출","불검출","적합"
"89","청주","교토부","2014-10-01","720","불검출","불검출","적합"
"90","청주","교토부","2014-10-01","72","불검출","불검출","적합"
"91","혼합제제","효고현","2014-10-31","34","불검출","불검출","적합"
"92","무기질","이와테현","2014-11-07","42","불검출","불검출","적합"
"93","혼합제제","효고현","2014-11-04","34","불검출","불검출","적합"
"94","청주","도치기현","2014-10-16","1,641.6","불검출","불검출","적합"
"95","국수","아이치현","2014-10-20","2,217.6","불검출","불검출","적합"
"96","어묵","사가현","2014-10-01","600","불검출","불검출","적합"
"97","어묵","사가현","2014-09-01","700","불검출","불검출","적합"
