"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"18","볶은커피","효고현","2014-10-09","24","불검출","불검출","적합"
"19","볶은커피","효고현","2014-10-21","50.4","불검출","불검출","적합"
"20","캔디류(캐러멜)","도치기현","2014-09-12","132.48","불검출","불검출","적합"
"21","혼합제제","효고현","2014-11-04","17","불검출","불검출","적합"
"22","청주","교토부","2014-11-20","4,200","불검출","불검출","적합"
"23","혼합제제","오사카부","2014-10-31","105","불검출","불검출","적합"
"24","혼합제제","오카야마현","2014-10-27","45","불검출","불검출","적합"
"25","청주","나라현","2014-10-29","468","불검출","불검출","적합"
"26","젤라틴","오사카부","2014-10-08","100","불검출","불검출","적합"
"27","가공두부","나가노현","2014-10-21","4,200","불검출","불검출","적합"
"28","가공두부","나가노현","2014-10-12","9,856","불검출","불검출","적합"
"29","국수","히로시마현","2014-10-06","2,160","불검출","불검출","적합"
"30","국수","히로시마현","2014-10-06","3,600","불검출","불검출","적합"
"31","혼합제제","오사카부","2014-10-23","195","불검출","불검출","적합"
"32","혼합제제","오사카부","2014-10-10","70","불검출","불검출","적합"
"33","혼합제제","와카야마현","2014-10-15","15","불검출","불검출","적합"
"34","혼합제제","와카야마현","2014-10-10","15","불검출","불검출","적합"
"35","혼합제제","와카야마현","2014-10-16","30","불검출","불검출","적합"
"36","혼합제제","와카야마현","2014-10-15","45","불검출","불검출","적합"
"37","기타천연착향료","와카야마현","2014-10-17","15","불검출","불검출","적합"
"38","혼합제제","오사카부","2014-10-17","15","불검출","불검출","적합"
"39","혼합제제","와카야마현","2014-10-20","30","불검출","불검출","적합"
"40","기타천연착향료","시즈오카현","2014-10-14","100","불검출","불검출","적합"
"41","혼합제제","가나가와현","2014-10-24","5","불검출","불검출","적합"
"42","합성착향료","야마가타현","2014-10-29","21","불검출","불검출","적합"
"43","합성착향료","가나가와현","2014-10-29","21","불검출","불검출","적합"
"44","혼합제제","나가노현","2014-09-19","100","불검출","불검출","적합"
"45","혼합제제","군마현","2014-10-31","62","불검출","불검출","적합"
"46","혼합제제","군마현","2014-10-31","12","불검출","불검출","적합"
"47","혼합제제","오카야마현","2014-10-27","60","불검출","불검출","적합"
"48","혼합제제","나가노현","2014-08-27","125","불검출","불검출","적합"
"49","프로테아제(세균성)","효고현","2014-10-02","240","불검출","불검출","적합"
"50","식초절임(생강절임)","도치기현","2014-10-28","36","불검출","불검출","적합"
"51","식염절임","도쿄도","2014-10-28","116","불검출","불검출","적합"
"52","합성착향료","야마가타현","2014-10-29","21","불검출","불검출","적합"
"53","혼합제제","이바라키현","2014-10-24","160","불검출","불검출","적합"
"54","혼합제제","오카야마현","2014-10-27","45","불검출","불검출","적합"
"55","소스류","히로시마현","2014-10-31","2,443.2","불검출","불검출","적합"
"56","소스류","히로시마현","2014-10-22","2,770","불검출","불검출","적합"
"57","소스류","히로시마현","2014-10-04","1,260","불검출","불검출","적합"
"58","복합조미식품","야마구치현","2013-05-13","1,500","불검출","불검출","적합"
