"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","17건","-","-","84,309","-","-","-"
"1","활가리비","홋카이도","2015-5-15","7,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-5-15","7,000","불검출","불검출","적합"
"3","냉동상어(청새리상어)","태평양","2015-5-15","510","불검출","불검출","적합"
"4","냉동상어(청상아리,지느러미) 태평양","","2015-5-15","35","불검출","불검출","적합"
"5","냉동상어(청새리상어,지느러미)","태평양","2015-5-15","17","불검출","불검출","적합"
"6","냉동새치(황새치,F,횟감) 태평양","","2015-5-15","2,500","불검출","불검출","적합"
"7","냉동다랑어(남방참다랑어) 인도양","","2015-5-15","7,225","불검출","불검출","적합"
"8","활꼬막(새꼬막)","사가현","2015-5-15","5,000","불검출","불검출","적합"
"9","활가리비","홋카이도","2015-5-15","7,330","불검출","불검출","적합"
"10","냉장명태","홋카이도","2015-5-15","3,950","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2015-5-15","4,133","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-5-15","3,322","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-5-15","3,334","불검출","불검출","적합"
"14","냉동기름치","대서양","2015-5-15","5,207","불검출","불검출","적합"
"15","냉동기름치","태평양","2015-5-15","18,610","불검출","불검출","적합"
"16","냉동상어(진환도상어,F)","태평양","2015-5-15","9,019","불검출","불검출","적합"
"17","냉장다랑어(참다랑어)","나가사키현","2015-5-15","117","불검출","불검출","적합"
