"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"84","맥주","오이타현","2018-05-11","10,280","불검출","불검출","적합"
"85","맥주","오이타현","2018-05-11","4,000","불검출","불검출","적합"
"86","맥주","오이타현","2018-05-01","10,000","불검출","불검출","적합"
"87","청주","구마모토현","2018-05-14","36","불검출","불검출","적합"
"88","유탕면","가고시마현","2018-06-02","1,620","불검출","불검출","적합"
"89","유탕면","가고시마현","2018-06-04","687","불검출","불검출","적합"
"90","유탕면","가고시마현","2018-06-05","713","불검출","불검출","적합"
"91","유탕면","가고시마현","2018-06-06","703","불검출","불검출","적합"
"92","소스","사가현","2018-05-14","519","불검출","불검출","적합"
"93","소스","사가현","2018-02-05","338","불검출","불검출","적합"
"94","소스","사가현","2018-03-05","240","불검출","불검출","적합"
"95","즉석조리식품","사가현","2018-05-24","163","불검출","불검출","적합"
"96","절임식품","도쿠시마현","2018-06-01","132","불검출","불검출","적합"
"97","카레(커리)","도치기현","2018-04-19","1,725","불검출","불검출","적합"
"98","카레(커리)","도치기현","2018-03-27","333","불검출","불검출","적합"
"99","카레(커리)","도치기현","2018-05-09","222","불검출","불검출","적합"
"100","카레(커리)","나라현","2018-04-27","2,000","불검출","불검출","적합"
"101","카레(커리)","도치기현","2018-05-24","1,656","불검출","불검출","적합"
"102","카레(커리)","도치기현","2018-04-18","2,346","불검출","불검출","적합"
"103","트랜스글루코시다아제","시가현","2018-06-11","202","불검출","불검출","적합"
"104","자당지방산에스테르","시가현","2018-04-23","5,000","불검출","불검출","적합"
"105","자당지방산에스테르","시가현","2018-05-14","300","불검출","불검출","적합"
"106","자당지방산에스테르","시가현","2018-05-16","2,000","불검출","불검출","적합"
"107","절임식품","도치기현","2018-05-10","50","불검출","불검출","적합"
"108","절임식품","사이타마현","2018-05-10","290","불검출","불검출","적합"
"109","소스","훗카이도","2018-05-01","168","불검출","불검출","적합"
"110","절임식품","도치기현","2018-05-10","100","불검출","불검출","적합"
"111","초콜릿가공품","이바라키현","2018-05-16","72","불검출","불검출","적합"
"112","음료베이스","시가현","2018-05-29","417","불검출","불검출","적합"
"113","볶은커피","시즈오카현","2018-06-05","4,134","불검출","불검출","적합"
"114","볶은커피","시즈오카현","2018-06-05","5,802","불검출","불검출","적합"
