"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","94,389","-","-","-"
"1","활돔(참돔)","에히메현","2016-08-16","7,442","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2016-08-16","7,924","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-08-16","11,623","불검출","불검출","적합"
"4","활돔(참돔)","구마모토현","2016-08-16","10,371","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-08-16","7,000","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-08-16","7,000","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-08-16","7,300","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-08-16","7,500","불검출","불검출","적합"
"9","냉동다랑어
(눈다랑어,F,횟감)","대서양","2016-08-16","100","불검출","불검출","적합"
"10","냉동다랑어
(눈다랑어,목살,횟감)","대서양","2016-08-16","75","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-08-16","13,058","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-08-16","6,913","불검출","불검출","적합"
"13","활장어(먹장어)","시마네현","2016-08-16","1,098","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-08-16","6,985","불검출","불검출","적합"
