"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"47","혼합제제","사이타마현","2016-07-22","35","불검출","불검출","적합"
"48","과자(스낵과자)","미에현","2016-07-21","11,292","불검출","불검출","적합"
"49","소스류","효고현","2016-07-20","64","불검출","불검출","적합"
"50","소스류","효고현","2016-07-20","378","불검출","불검출","적합"
"51","L-글루타민산나트
륨제제","시즈오카현","2016-06-29","2,100","불검출","불검출","적합"
"52","빵류(케이크)","훗카이도","2016-07-08","86","불검출","불검출","적합"
"53","소스류","에히메현","2016-07-01","540","불검출","불검출","적합"
"54","소스류","나가사키현","2016-05-17","100","불검출","불검출","적합"
"55","혼합제제","사이타마현","2016-07-26","108","불검출","불검출","적합"
"56","혼합제제","히로시마현","2016-07-19","60","불검출","불검출","적합"
"57","청주","야마가타현","2016-07-22","117","불검출","불검출","적합"
"58","파라옥시안식향산에틸","미에현","2015-11-28","4,000","불검출","불검출","적합"
"59","혼합제제","오사카부","2016-08-02","60","불검출","불검출","적합"
"60","과자(스낵과자)","미에현","2016-08-01","3,254","불검출","불검출","적합"
"61","소스류","후쿠오카현","2016-06-27","909","불검출","불검출","적합"
"62","소스류","히로시마현","2016-07-13","660","불검출","불검출","적합"
"63","조미건어포류","아오모리현","2016-07-04","11","불검출","불검출","적합"
"64","소스류","후쿠오카현","2016-07-22","300","불검출","불검출","적합"
"65","빵류(케이크)","훗카이도","2016-07-15","1,426","불검출","불검출","적합"
"66","소스류","나가사키현","2016-04-06","752","불검출","불검출","적합"
"67","혼합제제","사이타마현","2016-07-22","50","불검출","불검출","적합"
"68","청주","야마가타현","2016-07-22","225","불검출","불검출","적합"
"69","혼합제제","가나가와현","2016-01-10","780","불검출","불검출","적합"
"70","맥주","오이타현","2016-07-11","14,280","불검출","불검출","적합"
"71","국수","사이타마현","2016-07-13","140","불검출","불검출","적합"
"72","청주","이시카와현","2016-07-01","22","불검출","불검출","적합"
"73","혼합제제","오사카부","2016-07-25","45","불검출","불검출","적합"
"74","소스류","아이치현","2016-06-16","1,050","불검출","불검출","적합"
"75","규조토","아키타현","2016-05-12","8,800","불검출","불검출","적합"
"76","맥주","오이타현","2016-07-02","32,844","불검출","불검출","적합"
"77","과자(쿠키)","아이치현","2016-07-12","78","불검출","불검출","적합"
"78","빵류(케이크)","훗카이도","2016-06-18","14","불검출","불검출","적합"
"79","혼합제제","사이타마현","2016-07-25","90","불검출","불검출","적합"
"80","맥주","후쿠오카현","2016-07-01","16,800","불검출","불검출","적합"
