"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","140","350,593","0","0","94","305,562","3","1,266","43","43,765"
"8.16","39","139,912","0","0","24","127,763","1","1,236","14","10,913"
"8.17","101","210,681","0","0","70","177,799","2","30","29","32,852"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
