"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","30건","","","143,017","-","-","-"
"1","활참돔","나가사키현","2015-03-24","7,899","불검출","불검출","적합"
"2","활참돔","나가사키현","2015-03-24","7,925","불검출","불검출","적합"
"3","활먹장어","나가사키현","2015-03-24","2,303","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-03-24","7,500","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-03-24","9,000","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-03-24","6,800","불검출","불검출","적합"
"7","활벵에돔","오이타현","2015-03-24","795","불검출","불검출","적합"
"8","냉동청상아리(F)","태평양","2015-03-24","7,074","불검출","불검출","적합"
"9","냉동청새리상어","태평양","2015-03-24","24,750","불검출","불검출","적합"
"10","냉동눈다랑어(목살)","태평양","2015-03-24","200","불검출","불검출","적합"
"11","냉동눈다랑어(F,횟감)","태평양","2015-03-24","2,156","불검출","불검출","적합"
"12","냉동눈다랑어(목살)","태평양","2015-03-24","489","불검출","불검출","적합"
"13","활새꼬막","아이치현","2015-03-24","720","불검출","불검출","적합"
"14","활꼬막","후쿠오카현","2015-03-24","585","불검출","불검출","적합"
"15","활새꼬막","후쿠오카현","2015-03-24","4,060","불검출","불검출","적합"
"16","냉장명태","홋카이도","2015-03-24","10,442","불검출","불검출","적합"
"17","활가리비","홋카이도","2015-03-24","13,763","불검출","불검출","적합"
"18","활돌돔","가나가와현","2015-03-24","1,260","불검출","불검출","적합"
"19","냉장명태","홋카이도","2015-03-24","3,810","불검출","불검출","적합"
"20","냉장갈치","후쿠오카현","2015-03-24","3,048","불검출","불검출","적합"
"21","냉장갈치","야마구치현","2015-03-24","88","불검출","불검출","적합"
"22","냉장갈치","오이타현","2015-03-24","660","불검출","불검출","적합"
"23","냉장홍어","야마구치현","2015-03-24","110","불검출","불검출","적합"
"24","활꼬막","사가현","2015-03-24","840","불검출","불검출","적합"
"25","활새꼬막","사가현","2015-03-24","4,160","불검출","불검출","적합"
"26","활돌돔","와카야마현","2015-03-24","354","불검출","불검출","적합"
"27","활돌돔","미에현","2015-03-24","1,041","불검출","불검출","적합"
"28","냉장명태","홋카이도","2015-03-24","10,608","불검출","불검출","적합"
"29","냉장명태","홋카이도","2015-03-24","10,400","불검출","불검출","적합"
"30","냉장홍어","홋카이도","2015-03-24","177","불검출","불검출","적합"
