"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건21","-","-","31,887","-","-","-"
"1","활돔 강담돔
(
)","나가사키현","2015-11-16","698","불검출","불검출","적합"
"2","냉장가오리","야마구치현","2015-11-16","180","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2015-11-16","536","불검출","불검출","적합"
"4","냉장갈치","후쿠오카현","2015-11-16","405","불검출","불검출","적합"
"5","냉장갈치","야마구치현","2015-11-16","480","불검출","불검출","적합"
"6","냉장명태","홋카이도","2015-11-16","2,320","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2015-11-16","4,581","불검출","불검출","적합"
"8","냉장명태","홋카이도","2015-11-16","1,416","불검출","불검출","적합"
"9","냉장명태","홋카이도","2015-11-16","6,918","불검출","불검출","적합"
"10","냉동기름치","대서양","2015-11-16","4,418","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2015-11-16","1,398","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2015-11-16","3,649","불검출","불검출","적합"
"13","냉장갈치","오이타현","2015-11-16","690","불검출","불검출","적합"
"14","냉장갈치","에히메현","2015-11-16","730","불검출","불검출","적합"
"15","냉장가오리","에히메현","2015-11-16","310","불검출","불검출","적합"
