"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건10","-","-","766,876","-","-","-"
"1","냉동새우살
(
흰다리새우
)","베트남","2015-11-17","22,000","불검출","불검출","적합"
"2","냉동명태(F)","러시아","2015-11-17","50,248","불검출","불검출","적합"
"3","냉동꽁치","대만","2015-11-17","43,570","불검출","불검출","적합"
"4","냉동꽁치","대만","2015-11-17","94,190","불검출","불검출","적합"
"5","냉동꽁치","대만","2015-11-17","113,754","불검출","불검출","적합"
"6","마른오징어
(
화살오징어
)","캄보디아","2015-11-17","137","불검출","불검출","적합"
"7","활장어 먹장어
(
)","미국","2015-11-17","5,600","불검출","불검출","적합"
"8","냉동가자미
(
각시가자미
)","러시아","2015-11-17","20,750","불검출","불검출","적합"
"9","냉동꽁치","대만","2015-11-17","138,727","불검출","불검출","적합"
"10","냉동꽁치","대만","2015-11-17","277,900","불검출","불검출","적합"
