"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","과자(쿠키)","시즈오카현","2015-08-02","100","불검출","불검출","적합"
"15","과자(크래커)","이바라키현","2015-06-26","64","불검출","불검출","적합"
"16","양조간장","아이치현","2015-10-08","1,080","불검출","불검출","적합"
"17","국수","사이타마현","2015-10-20","600","불검출","불검출","적합"
"18","기타가공품(참깨분)","미에현","2015-10-05","72","불검출","불검출","적합"
"19","농산물조림","야마가타현","2015-09-11","720","불검출","불검출","적합"
"20","수산물가공품","교토부","2015-10-19","30","불검출","불검출","적합"
"21","즉석조리식품","지바현","2015-09-28","45.89","불검출","불검출","적합"
"22","과자(스낵과자)","아이치현","2015-10-06","105.84","불검출","불검출","적합"
"23","과자(스낵과자)","아이치현","2015-10-07","93.6","불검출","불검출","적합"
"24","냉면","효고현","2015-08-24","480","불검출","불검출","적합"
"25","빵류(카스텔라)","히로시마현","2015-10-26","52","불검출","불검출","적합"
"26","빵류(케이크)","히로시마현","2015-10-26","57.6","불검출","불검출","적합"
"27","빵류(케이크)","히로시마현","2015-10-26","48","불검출","불검출","적합"
"28","혼합제제","효고현","2015-10-23","17","불검출","불검출","적합"
"29","혼합제제","효고현","2015-10-26","17","불검출","불검출","적합"
"30","혼합제제","효고현","2015-10-26","17","불검출","불검출","적합"
"31","혼합제제","효고현","2015-10-22","17","불검출","불검출","적합"
"32","혼합제제","효고현","2015-10-22","1","불검출","불검출","적합"
"33","혼합제제","효고현","2015-10-23","17","불검출","불검출","적합"
"34","혼합제제","효고현","2015-10-26","17","불검출","불검출","적합"
"35","캔디류(사탕)","아이치현","2015-10-27","1,152","불검출","불검출","적합"
"36","과자(스낵과자)","가고시마현","2015-10-12","108","불검출","불검출","적합"
"37","혼합제제","효고현","2015-10-14","34","불검출","불검출","적합"
"38","디아스타아제","도쿄도","2015-10-14","1,000","불검출","불검출","적합"
"39","혼합제제","사이타마현","2015-10-29","30","불검출","불검출","적합"
"40","무기질","이와테현","2015-10-29","58.2","불검출","불검출","적합"
"41","인스턴트커피","사이타마현","2015-09-14","43.2","불검출","불검출","적합"
"42","캔디류(양갱)","아이치현","2015-09-29","864","불검출","불검출","적합"
"43","과자(스낵과자)","니가타현","2015-10-21","102","불검출","불검출","적합"
"44","혼합제제","가나가와현","2015-10-08","15","불검출","불검출","적합"
"45","청주","효고현","2015-10-19","7,200","불검출","불검출","적합"
"46","혼합제제","가나가와현","2015-10-07","10","불검출","불검출","적합"
"47","카레","도치기현","2015-06-24","1,656","불검출","불검출","적합"
