"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수","","","","","","","","중량(㎏)",""
"합계","276","923,831","1","11,977","210","859,611","1","129","64","52,114"
"11.16","106","133,597","0","0","65","107,032","1","129","40","26,436"
"11.17","96","410,620","1","11,977","83","389,306","0","0","12","9,337"
"11.18","74","379,614","0","0","62","363,273","0","0","12","16,341"
"","","","","","","","","","",""
"","","","","","","","","","",""
