"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장갈치","후쿠오카현","2019-04-09","175","불검출","불검출","적합"
"2","냉장갈치","야마구치현","2019-04-09","440","불검출","불검출","적합"
"3","활돔(참돔)","고치현","2019-04-09","11,140","불검출","불검출","적합"
"4","냉동다랑어(날개다랑어,F)","태평양","2019-04-09","2,220","불검출","불검출","적합"
"5","활돔(돌돔)","미야자키현","2019-04-09","608","불검출","불검출","적합"
"6","활돔(벤자리)","에히메현","2019-04-09","1,689","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-04-09","1,950","불검출","불검출","적합"
"8","활돔(돌돔)","가나가와현","2019-04-09","1,097","불검출","불검출","적합"
"9","활전갱이(흑점줄전갱이)","에히메현","2019-04-09","1,767","불검출","불검출","적합"
"10","냉장명태","홋카이도","2019-04-09","3,510","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2019-04-09","7,306","불검출","불검출","적합"
"12","활바리(능성어)","에히메현","2019-04-09","1,676","불검출","불검출","적합"
"13","활장어(먹장어)","나가사키현","2019-04-09","1,991","불검출","불검출","적합"
"14","냉장명태","홋카이도","2019-04-09","3,562","불검출","불검출","적합"
"15","냉장갈치","후쿠오카현","2019-04-09","660","불검출","불검출","적합"
"16","냉장명태","홋카이도","2019-04-09","2,532","불검출","불검출","적합"
"17","냉장명태","홋카이도","2019-04-09","1,300","불검출","불검출","적합"
"18","활돔(돌돔)","가나가와현","2019-04-09","356","불검출","불검출","적합"
"19","냉동다랑어(남방참다랑어,목살)","인도양","2019-04-09","1,685","불검출","불검출","적합"
"20","활돔(참돔)","고치현","2019-04-09","11,091","불검출","불검출","적합"
