"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 136건","","","","252,760","","",""
"1","빙과","고치현","2019-03-06","241","불검출","불검출","적합"
"2","빙과","고치현","2019-03-11","241","불검출","불검출","적합"
"3","빙과","고치현","2019-03-13","241","불검출","불검출","적합"
"4","과자","이시카와현","2019-03-06","18","불검출","불검출","적합"
"5","과자","이시카와현","2019-03-06","20","불검출","불검출","적합"
"6","가르시니아
캄보지아추출물","시즈오카현","2019-03-06","316","불검출","불검출","적합"
"7","과자","이시카와현","2019-03-08","11","불검출","불검출","적합"
"8","당류가공품","오카야마현","2019-02-02","16,000","불검출","불검출","적합"
"9","탄산음료","오사카부","2019-02-12","2,400","불검출","불검출","적합"
"10","고춧가루","효고현","2019-03-14","70","불검출","불검출","적합"
"11","발효식초","나라현","2019-02-08","143","불검출","불검출","적합"
"12","향신료조제품","도쿄도","2019-03-20","554","불검출","불검출","적합"
"13","청주","야마구치현","2019-01-28","458","불검출","불검출","적합"
