"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동대구(목살)","러시아","2019-04-05","8,823","불검출","불검출","적합"
"2","냉동다랑어(참다랑어,F,횟감)","모로코","2019-04-05","2,489","불검출","불검출","적합"
"3","냉동곤이(명태)","러시아","2019-04-05","3,150","불검출","불검출","적합"
"합계","","-","-","14,462","-","-","-"
