"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"83","위스키","오사카부","2019-02-20","12,197","불검출","불검출","적합"
"84","청주","교토부","2019-01-18","432","불검출","불검출","적합"
"85","탄산음료","히로시마현","2019-01-23","120","불검출","불검출","적합"
"86","천연향신료","도치기현","2019-02-13","240","불검출","불검출","적합"
"87","건면","나가노현","2018-12-18","75","불검출","불검출","적합"
"88","건면","나가노현","2018-12-09","300","불검출","불검출","적합"
"89","청주","효고현","2018-12-08","72","불검출","불검출","적합"
"90","소주","미야자키현","2019-02-07","378","불검출","불검출","적합"
"91","카레(커리)","나라현","2019-02-23","1,000","불검출","불검출","적합"
"92","카레(커리)","나라현","2018-12-20","1,000","불검출","불검출","적합"
"93","건면","나가노현","2019-02-09","60","불검출","불검출","적합"
"94","카레(커리)","나라현","2019-02-25","1,000","불검출","불검출","적합"
"95","카레(커리)","아이치현","2019-01-22","1,200","불검출","불검출","적합"
"96","기타 주류","히로시마현","2018-11-20","18,816","불검출","불검출","적합"
"97","소스","가가와현","2019-01-30","409","불검출","불검출","적합"
"98","소스","교토부","2019-01-18","63","불검출","불검출","적합"
"99","과자","돗토리현","2018-12-01","27","불검출","불검출","적합"
"100","가공두부","후쿠오카현","2019-02-19","12,500","불검출","불검출","적합"
"101","청주","후쿠오카현","2019-03-15","216","불검출","불검출","적합"
"102","가공두부","후쿠오카현","2019-03-11","12,060","불검출","불검출","적합"
"103","청주","아키타현","2019-03-04","346","불검출","불검출","적합"
"104","과자","니가타현","2019-03-08","504","불검출","불검출","적합"
"105","과자","아이치현","2019-03-06","180","불검출","불검출","적합"
"106","빵류","돗토리현","2019-03-15","744","불검출","불검출","적합"
"107","빵류","돗토리현","2019-03-12","595","불검출","불검출","적합"
"108","곡류가공품","시즈오카현","2019-01-16","3,000","불검출","불검출","적합"
"109","소스","히로시마현","2018-12-19","1,311","불검출","불검출","적합"
"110","과자","니가타현","2019-03-14","1,170","불검출","불검출","적합"
"111","소스","군마현","2019-02-07","4,000","불검출","불검출","적합"
"112","소스","히로시마현","2019-02-16","1,954","불검출","불검출","적합"
"113","소스","히로시마현","2019-02-04","7,585","불검출","불검출","적합"
"114","소스","히로시마현","2018-12-05","760","불검출","불검출","적합"
"115","소스","히로시마현","2019-01-17","1,320","불검출","불검출","적합"
"116","소스","히로시마현","2019-02-13","778","불검출","불검출","적합"
"117","소스","히로시마현","2019-03-04","1,935","불검출","불검출","적합"
