"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"121","소주","사가현","2019-03-18","346","불검출","불검출","적합"
"122","맥주","후쿠오카현","2019-04-24","34,896","불검출","불검출","적합"
"123","캔디류","도치기현","2019-04-03","674","불검출","불검출","적합"
"124","캔디류","도치기현","2018-10-09","3,750","불검출","불검출","적합"
"125","음료베이스","나가노현","2019-03-14","16","불검출","불검출","적합"
"126","청주","사가현","2019-05-01","378","불검출","불검출","적합"
"127","맥주","아이치현","2019-05-08","279,168","불검출","불검출","적합"
"128","맥주","후쿠오카현","2019-04-22","34,896","불검출","불검출","적합"
"129","기타 수산물가공품","베트남","","733","불검출","불검출","적합"
"130","청주","야마가타현","2019-04-08","216","불검출","불검출","적합"
"131","건면","나가사키현","2019-04-16","281","불검출","불검출","적합"
"132","청주","도치기현","2019-04-29","104","불검출","불검출","적합"
"133","청주","미야기현","2019-04-08","173","불검출","불검출","적합"
"134","청주","효고현","2019-04-30","86","불검출","불검출","적합"
"135","기타 주류","구마모토현","2019-03-22","42,000","불검출","불검출","적합"
"136","청주","이와테현","2019-05-01","346","불검출","불검출","적합"
"137","고형차","교토부","2019-05-15","1,500","불검출","불검출","적합"
"138","청주","니가타현","2019-04-04","41","불검출","불검출","적합"
"139","침출차","시즈오카현","2019-04-01","75","불검출","불검출","적합"
"140","캔디류","아이치현","2019-04-09","340","불검출","불검출","적합"
"141","탄산음료","아이치현","2019-05-13","7,303","불검출","불검출","적합"
"142","탄산음료","아이치현","2019-05-14","7,304","불검출","불검출","적합"
"143","과·채가공품","시즈오카현","2019-03-25","135","불검출","불검출","적합"
"144","청주","지바현","2019-03-01","22","불검출","불검출","적합"
"145","청주","이와테현","2019-04-26","173","불검출","불검출","적합"
"146","청주","아키타현","2019-05-09","86","불검출","불검출","적합"
