"순번","품목명","제조·생산지","유통기한
(포장일자)","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"합계","","","","24,098","","",""
"1","과채가공품","벨기에","2020.11.5.","180","11","불검출","적합"
"2","능이/냉동","중국","(2019.5.3.)","10,496","2","-","적합"
"3","능이/냉동","중국","(2019.5.5.)","13,422","2","-","적합"
