"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","303","2,304,694","0","0","281","2,273,239","1","100","21","31,356"
"1.8","90","299,224","0","0","84","283,543","1","100","5","15,581"
"1.9","131","1,728,713","0","0","124","1,725,717","0","0","7","2,996"
"1.10","82","276,757","0","0","73","263,979","0","0","9","12,779"
"","","","","","","","","","",""
"","","","","","","","","","",""
