"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","221","2,027,937","0","0","208","2,009,260","1","100","12","18,577"
"1.8","90","299,224","0","0","84","283,543","1","100","5","15,581"
"1.9","131","1,728,713","0","0","124","1,725,717","0","0","7","2,996"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
