"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건11","-","-","2,276,852","-","-","-"
"1","냉동다랑어
(
황다랑어
)","파퓨아뉴기니","2015-12-18","44,930","불검출","불검출","적합"
"2","냉동고등어(F)","중국","2015-12-18","2,400","불검출","불검출","적합"
"3","냉동명태","러시아","2015-12-18","568,938","불검출","불검출","적합"
"4","냉동가자미","러시아","2015-12-18","2,451","불검출","불검출","적합"
"5","냉동꽁치","대만","2015-12-18","802,483","불검출","불검출","적합"
"6","냉동명태","러시아","2015-12-18","820,827","불검출","불검출","적합"
"7","냉동가자미
(
까지가자미
)","러시아","2015-12-18","1,892","불검출","불검출","적합"
"8","냉동잉어","미얀마","2015-12-18","8,201","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2015-12-18","17,050","불검출","불검출","적합"
"10","마른명태","러시아","2015-12-18","6,740","불검출","불검출","적합"
"11","마른명태포","러시아","2015-12-18","940","불검출","불검출","적합"
