"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"179","절임식품","도치기현","2018-01-31","100","불검출","불검출","적합"
"180","절임식품","사이타마현","2018-02-05","120","불검출","불검출","적합"
"181","청주","미야기현","2018-02-01","173","불검출","불검출","적합"
"182","화이트초콜릿","훗카이도","2018-02-02","150","불검출","불검출","적합"
"183","밀크초콜릿","훗카이도","2018-02-02","600","불검출","불검출","적합"
"184","밀크초콜릿","훗카이도","2018-02-02","150","불검출","불검출","적합"
"185","캔디류","시즈오카현","2018-02-08","3,672","불검출","불검출","적합"
"186","캔디류","시즈오카현","2018-02-06","3,672","불검출","불검출","적합"
"187","혼합제제","와카야마현","2018-02-01","30","불검출","불검출","적합"
"188","청주","교토부","2018-02-14","2,592","불검출","불검출","적합"
"189","소주","가고시마현","2018-01-24","968","불검출","불검출","적합"
"190","소주","가고시마현","2018-01-26","3,067","불검출","불검출","적합"
"191","청주","교토부","2018-02-14","1,037","불검출","불검출","적합"
"192","청주","교토부","2018-02-15","4,763","불검출","불검출","적합"
"193","소주","가고시마현","2018-01-26","1,633","불검출","불검출","적합"
"194","곡류가공품","사가현","2018-01-18","450","불검출","불검출","적합"
