"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장돔(참돔)","야마구치현","2017-09-12","570","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2017-09-12","9,035","불검출","불검출","적합"
"23","활돔(쥐돔)","나가사키현","2017-09-12","3,179","불검출","불검출","적합"
"24","냉장홍어","홋카이도","2017-09-12","893","불검출","불검출","적합"
"25","냉장명태","홋카이도","2017-09-12","1,300","불검출","불검출","적합"
"26","활가리비","홋카이도","2017-09-12","7,100","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2017-09-12","8,460","불검출","불검출","적합"
"28","냉장돔(황돔)","야마구치현","2017-09-12","240","불검출","불검출","적합"
"29","냉장갈치","야마구치현","2017-09-12","190","불검출","불검출","적합"
"30","냉장민어(수조기)","야마구치현","2017-09-12","72","불검출","불검출","적합"
"31","냉장돔(황돔)","야마구치현","2017-09-12","130","불검출","불검출","적합"
"32","냉장돔(참돔)","야마구치현","2017-09-12","1,000","불검출","불검출","적합"
"33","냉장돔(참돔)","야마구치현","2017-09-12","265","불검출","불검출","적합"
"34","활돔(참돔)","에히메현","2017-09-12","12,336","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2017-09-12","4,174","불검출","불검출","적합"
"36","냉장돔(황돔)","후쿠오카현","2017-09-12","390","불검출","불검출","적합"
"37","활돔(참돔)","에히메현","2017-09-12","3,326","불검출","불검출","적합"
"38","활가리비","홋카이도","2017-09-12","6,994","불검출","불검출","적합"
"39","활가리비","홋카이도","2017-09-12","6,420","불검출","불검출","적합"
"40","활가리비","홋카이도","2017-09-12","3,450","불검출","불검출","적합"
"41","활가리비","홋카이도","2017-09-12","6,752","불검출","불검출","적합"
"합계","","-","-","165,401","-","-","-"
