"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건37","-","-","126,152","-","-","-"
"1","활가리비","홋카이도","2015-11-11","7,500","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-11-11","6,500","불검출","불검출","적합"
"3","활백합
(
비너스백합
)","홋카이도","2015-11-11","3,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-11-11","7,049","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-11-11","6,450","불검출","불검출","적합"
"6","냉장갈치","오이타현","2015-11-11","3,315","불검출","불검출","적합"
"7","냉장갈치","야마구치현","2015-11-11","435","불검출","불검출","적합"
"8","냉장갈치","오이타현","2015-11-11","2,320","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2015-11-11","369","불검출","불검출","적합"
"10","활장어 먹장어
(
)","나가사키현","2015-11-11","1,438","불검출","불검출","적합"
"11","냉동다랑어
(
눈다랑어 횟감
,F,
)","태평양","2015-11-11","75","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2015-11-11","9,554","불검출","불검출","적합"
"13","냉동다랑어
(
눈다랑어목살횟감
,
,
)","대서양","2015-11-11","180","불검출","불검출","적합"
"14","냉동다랑어
(
눈다랑어목살횟감
,
,
)","태평양","2015-11-11","915","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2015-11-11","17,951","불검출","불검출","적합"
