"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","활우렁쉥이","홋카이도","2015-11-11","5,790","불검출","불검출","적합"
"17","활우렁쉥이","홋카이도","2015-11-11","3,842","불검출","불검출","적합"
"18","냉장갈치","오이타현","2015-11-11","1,492","불검출","불검출","적합"
"19","냉장명태","홋카이도","2015-11-11","4,500","불검출","불검출","적합"
"20","냉장갈치","오이타현","2015-11-11","1,330","불검출","불검출","적합"
"21","냉장갈치","야마구치현","2015-11-11","155","불검출","불검출","적합"
"22","냉장갈치","오이타현","2015-11-11","285","불검출","불검출","적합"
"23","냉장갈치","에히메현","2015-11-11","440","불검출","불검출","적합"
"24","냉장가오리","에히메현","2015-11-11","280","불검출","불검출","적합"
"25","냉장홍어","홋카이도","2015-11-11","1,703","불검출","불검출","적합"
"26","냉장명태","홋카이도","2015-11-11","4,250","불검출","불검출","적합"
"27","냉장명태","홋카이도","2015-11-11","4,250","불검출","불검출","적합"
"28","냉장갈치","에히메현","2015-11-11","640","불검출","불검출","적합"
"29","냉장갈치","에히메현","2015-11-11","760","불검출","불검출","적합"
"30","냉장갈치","에히메현","2015-11-11","1,016","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2015-11-11","8,302","불검출","불검출","적합"
"32","활장어 먹장어
(
)","야마구치현","2015-11-11","927","불검출","불검출","적합"
"33","활가리비","홋카이도","2015-11-11","6,983","불검출","불검출","적합"
