"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"14","청주","후쿠이현","2018-09-27","173","불검출","불검출","적합"
"15","청주","시즈오카현","2018-09-14","65","불검출","불검출","적합"
"16","청주","와카야마현","2018-09-26","69","불검출","불검출","적합"
"17","청주","와카야마현","2018-10-05","60","불검출","불검출","적합"
"18","청주","사가현","2018-09-11","346","불검출","불검출","적합"
"19","청주","미야기현","2018-09-28","86","불검출","불검출","적합"
"20","소주","미야자키현","2018-09-14","9","불검출","불검출","적합"
"21","프 로 바 이 오 틱 스
(원료성)","후쿠이현","2018-06-06","10","불검출","불검출","적합"
"22","기타가공품","미야자키현","2018-05-11","6","불검출","불검출","적합"
"23","혼합제제","효고현","2018-10-11","100","불검출","불검출","적합"
"24","과자","아이치현","2018-09-26","106","불검출","불검출","적합"
"25","양조간장","오사카부","2018-10-05","435","불검출","불검출","적합"
"26","소스","군마현","2018-04-02","274","불검출","불검출","적합"
"27","소스","군마현","2018-07-05","137","불검출","불검출","적합"
"28","카라멜색소","ETC","2018-10-24","4,536","불검출","불검출","적합"
"29","소스","도치기현","2018-09-11","1,802","불검출","불검출","적합"
"30","소스","아이치현","2018-08-09","107","불검출","불검출","적합"
"31","소스","도치기현","2018-09-28","7,607","불검출","불검출","적합"
"32","복합조미식품","오사카부","2018-10-18","10,000","불검출","불검출","적합"
"33","양조간장","효고현","2018-10-02","14,251","불검출","불검출","적합"
"34","소스","도치기현","2018-10-12","10,434","불검출","불검출","적합"
"35","캔디류","아이치현","2018-10-22","4,896","불검출","불검출","적합"
"36","과자","니가타현","2018-10-13","351","불검출","불검출","적합"
"37","액상차","오사카부","2018-08-27","2,448","불검출","불검출","적합"
"38","캔디류","미에현","2018-10-12","320","불검출","불검출","적합"
"39","유탕면","아이치현","2018-10-04","164","불검출","불검출","적합"
"40","소주","구마모토현","2018-09-10","43","불검출","불검출","적합"
"41","소스","사이타마현","2018-10-03","168","불검출","불검출","적합"
"42","혼합제제","오카야마현","2018-10-22","60","불검출","불검출","적합"
"43","청주","도치기현","2018-09-27","9,216","불검출","불검출","적합"
"44","혼합제제","오카야마현","2018-10-23","15","불검출","불검출","적합"
"45","혼합제제","오사카부","2018-10-18","15","불검출","불검출","적합"
