"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"46","탄산칼슘","오카야마현","2018-10-19","18,000","불검출","불검출","적합"
"47","혼합제제","오사카부","2018-10-23","15","불검출","불검출","적합"
"48","캔디류","아이치현","2018-10-12","1,188","불검출","불검출","적합"
"49","소스","히로시마현","2018-10-13","1,290","불검출","불검출","적합"
"50","청주","도치기현","2018-10-17","11,232","불검출","불검출","적합"
"51","전분가공품","시즈오카현","2018-10-04","84","불검출","불검출","적합"
"52","소스","히로시마현","2018-03-19","216","불검출","불검출","적합"
"53","소스","히로시마현","2018-09-21","1,832","불검출","불검출","적합"
"54","곡류가공품","시즈오카현","2018-09-11","1,000","불검출","불검출","적합"
"55","소스","히로시마현","2018-08-17","1,967","불검출","불검출","적합"
"56","소스","히로시마현","2018-08-31","4,140","불검출","불검출","적합"
"57","소스","히로시마현","2018-09-05","2,447","불검출","불검출","적합"
"58","즉석조리식품","훗카이도","2018-09-25","71","불검출","불검출","적합"
"59","즉석조리식품","훗카이도","2018-09-10","71","불검출","불검출","적합"
"60","즉석조리식품","훗카이도","2018-09-18","71","불검출","불검출","적합"
"61","과자","아이치현","2018-09-10","137","불검출","불검출","적합"
"62","청주","도야마현","2018-09-01","173","불검출","불검출","적합"
"63","청주","도야마현","2018-09-01","35","불검출","불검출","적합"
"64","가공소금","지바현","2018-09-21","104","불검출","불검출","적합"
"65","청주","도야마현","2018-09-01","60","불검출","불검출","적합"
"66","청주","미에현","2018-09-19","259","불검출","불검출","적합"
"67","카레(커리)","시즈오카현","2018-10-12","1,386","불검출","불검출","적합"
"68","향신료조제품","나가노현","2018-09-26","1,290","불검출","불검출","적합"
"69","금박","이시카와현","2018-10-15","1","불검출","불검출","적합"
"70","소스","사이타마현","2018-09-06","218","불검출","불검출","적합"
"71","청주","미에현","2018-09-19","26","불검출","불검출","적합"
"72","캔디류","미에현","2018-10-10","2,112","불검출","불검출","적합"
"73","복합조미식품","도쿄도","2018-10-12","800","불검출","불검출","적합"
"74","카레(커리)","나가노현","2018-07-03","3,600","불검출","불검출","적합"
"75","청주","미에현","2018-09-19","86","불검출","불검출","적합"
"76","과자","오사카부","2018-08-29","397","불검출","불검출","적합"
"77","숙면","사이타마현","2018-10-03","2,880","불검출","불검출","적합"
"78","과·채가공품","오카야마현","2018-08-29","9,600","불검출","불검출","적합"
