"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"110","위스키","가고시마현","2018-09-10","25","불검출","불검출","적합"
"111","위스키","야마나시현","2018-05-30","108","불검출","불검출","적합"
"112","위스키","야마나시현","2018-01-22","113","불검출","불검출","적합"
"113","위스키","야마나시현","2018-10-05","88","불검출","불검출","적합"
"114","과자","도쿠시마현","2018-09-09","468","불검출","불검출","적합"
"115","복합조미식품","이바라키현","2018-07-10","100","불검출","불검출","적합"
"116","절임식품","가나가와현","2018-10-15","150","불검출","불검출","적합"
"117","고형차","후쿠오카현","2018-10-15","150","불검출","불검출","적합"
"118","소주","오키나와현","2018-09-22","432","불검출","불검출","적합"
"119","소주","오키나와현","2018-08-20","259","불검출","불검출","적합"
"120","소주","미야자키현","2018-09-05","173","불검출","불검출","적합"
"121","소주","미야자키현","2018-08-31","173","불검출","불검출","적합"
"122","소주","미야자키현","2018-09-14","302","불검출","불검출","적합"
"123","어묵","ETC","2018-10-01","600","불검출","불검출","적합"
"124","복합조미식품","사이타마현","2018-09-04","68","불검출","불검출","적합"
"125","혼합제제","와카야마현","2018-10-01","90","불검출","불검출","적합"
"126","혼합제제","와카야마현","2018-09-13","60","불검출","불검출","적합"
"127","혼합제제","와카야마현","2018-09-14","390","불검출","불검출","적합"
"128","시클로덱스트린시
럽","시즈오카현","2018-07-18","12,000","불검출","불검출","적합"
"129","혼합제제","오사카부","2018-10-29","40","불검출","불검출","적합"
"130","과자","아이치현","2018-09-17","48","불검출","불검출","적합"
"131","과자","시즈오카현","2018-09-21","118","불검출","불검출","적합"
"132","과자","아이치현","2018-09-17","96","불검출","불검출","적합"
"133","소스","히로시마현","2018-08-01","27","불검출","불검출","적합"
"134","소스","아오모리현","2018-09-13","900","불검출","불검출","적합"
"135","소스","아오모리현","2018-08-28","675","불검출","불검출","적합"
"136","양조간장","아오모리현","2018-09-10","900","불검출","불검출","적합"
"137","건면","구마모토현","2018-09-21","480","불검출","불검출","적합"
"138","건면","구마모토현","2018-09-21","480","불검출","불검출","적합"
"139","소스","아오모리현","2018-08-28","300","불검출","불검출","적합"
"140","양조간장","아오모리현","2018-09-24","600","불검출","불검출","적합"
"141","소스","도치기현","2018-07-10","40","불검출","불검출","적합"
"142","절임식품","훗카이도","2017-10-30","168","불검출","불검출","적합"
