"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","혼합제제","후쿠오카현","2016-02-26","1,008","불검출","불검출","적합"
"15","양조간장","오사카부","2016-03-15","1,200","불검출","불검출","적합"
"16","과자(스낵과자)","아이치현","2016-02-18","72.96","불검출","불검출","적합"
"17","과자(스낵과자)","아이치현","2016-02-18","72.6","불검출","불검출","적합"
"18","맥주","오이타현","2016-02-21","14,280","불검출","불검출","적합"
"19","과자(스낵과자)","아이치현","2016-02-18","51.75","불검출","불검출","적합"
"20","과자(스낵과자)","아이치현","2016-02-18","40.5","불검출","불검출","적합"
"21","청주","교토부","2016-02-09","216","불검출","불검출","적합"
"22","청주","효고현","2016-01-12","192","불검출","불검출","적합"
"23","청주","효고현","2016-02-25","18,000","불검출","불검출","적합"
"24","청주","효고현","2016-02-18","3,000","불검출","불검출","적합"
"25","과자(스낵과자)","아이치현","2016-02-18","32.85","불검출","불검출","적합"
"26","청주","교토부","2015-12-21","540","불검출","불검출","적합"
"27","과자(스낵과자)","아이치현","2016-02-18","81.5","불검출","불검출","적합"
"28","과자(스낵과자)","아이치현","2016-02-18","74.25","불검출","불검출","적합"
"29","과자(스낵과자)","아이치현","2016-02-18","125","불검출","불검출","적합"
"30","과자(스낵과자)","아이치현","2016-02-18","77.4","불검출","불검출","적합"
"31","빵류(케이크)","아이치현","2016-02-18","37.8","불검출","불검출","적합"
"32","빵류(케이크)","아이치현","2016-02-18","63","불검출","불검출","적합"
"33","빵류(그외 빵류)","아이치현","2016-02-18","89","불검출","불검출","적합"
"34","빵류(그외 빵류)","아이치현","2016-02-18","121","불검출","불검출","적합"
"35","빵류(그외 빵류)","아이치현","2016-02-18","31.2","불검출","불검출","적합"
"36","빵류(그외 빵류)","아이치현","2016-02-18","39","불검출","불검출","적합"
"37","빵류(그외 빵류)","아이치현","2016-02-18","52","불검출","불검출","적합"
"38","커피/건조","콜롬비아","2015-11-29","7,000","불검출","불검출","적합"
"39","과자(쿠키)","도치기현","2016-02-18","47.8","불검출","불검출","적합"
"40","소스류","사가현","2015-12-19","40.3","불검출","불검출","적합"
"41","된장","나가노현","2016-03-03","4,320","불검출","불검출","적합"
"42","과자(스낵과자)","가고시마현","2016-02-12","188.3","불검출","불검출","적합"
"43","과자(쿠키)","도치기현","2016-02-18","63","불검출","불검출","적합"
"44","과자(비스킷)","아이치현","2016-01-27","76.8","불검출","불검출","적합"
"45","빵류(그외 빵류)","도치기현","2016-02-18","44.4","불검출","불검출","적합"
"46","과자(스낵과자)","가고시마현","2016-02-05","100.8","불검출","불검출","적합"
"47","과자(쿠키)","아이치현","2016-02-16","63.6","불검출","불검출","적합"
