"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동꽁치","대만","2018-10-11","94,319","적합","적합","적합"
"2","냉동명태(F)","러시아","2018-10-11","20,594","적합","적합","적합"
"3","냉동가자미(각시가자미)","미국","2018-10-11","8,325","적합","적합","적합"
"4","냉동명태","러시아","2018-10-11","503,960","적합","적합","적합"
"5","냉동대구(목살)","러시아","2018-10-11","14,195","적합","적합","적합"
"6","냉동다랑어(참다랑어,목살)","몰타","2018-10-11","1,425","적합","적합","적합"
"7","냉동명태(F)","러시아","2018-10-11","14,352","적합","적합","적합"
"8","냉동가자미","러시아","2018-10-11","15,523","적합","적합","적합"
"9","냉동명태(F)","러시아","2018-10-11","23,250","적합","적합","적합"
"10","냉동가자미(검정가자미,F)","러시아","2018-10-11","10,000","적합","적합","적합"
"합계","","-","-","705,943","-","-","-"
