"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","411","2,116,096","2","1,230","309","2,045,494","3","1,665","97","67,708"
"8.25","77","70,499","1","180","44","49,052","0","0","32","21,267"
"8.26","77","571,137","0","0","62","564,320","1","1,224","14","5,593"
"8.27","74","91,089","1","1,050","54","69,745","1","170","18","20,124"
"8.28","67","1,104,110","0","0","62","1,102,967","0","0","5","1,143"
"8.29","116","279,261","0","0","87","259,410","1","271","28","19,581"
