"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","45건","","","115,181","-","-","-"
"1","활돔(참돔)","구마모토현","2014-08-28","9,678","불검출","불검출","적합"
"2","냉동눈다랑어(F,횟감)","시즈오카현","2014-08-28","18","불검출","불검출","적합"
"3","냉동눈다랑어(목살)","시즈오카현","2014-08-28","400","불검출","불검출","적합"
"4","냉장돔(황돔)","야마구치현","2014-08-28","175","불검출","불검출","적합"
"5","냉장홍어","야마구치현","2014-08-28","140","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2014-08-28","640","불검출","불검출","적합"
"7","냉장돔(참돔)","야마구치현","2014-08-28","2,315","불검출","불검출","적합"
"8","냉장갈치","오이타현","2014-08-28","490","불검출","불검출","적합"
"9","냉장돔(참돔)","후쿠오카현","2014-08-28","425","불검출","불검출","적합"
"10","냉장돔(황돔)","야마구치현","2014-08-28","335","불검출","불검출","적합"
"11","냉장갈치","오이타현","2014-08-28","448","불검출","불검출","적합"
"12","냉장돔(황돔)","야마구치현","2014-08-28","270","불검출","불검출","적합"
"13","냉장홍어","야마구치현","2014-08-28","564","불검출","불검출","적합"
"14","냉장돔(황돔)","나가사키현","2014-08-28","880","불검출","불검출","적합"
"15","냉장돔(황돔)","나가사키현","2014-08-28","76","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2014-08-28","1,432","불검출","불검출","적합"
"17","냉장돔(황돔)","나가사키현","2014-08-28","2,080","불검출","불검출","적합"
"18","냉장돔(황돔)","나가사키현","2014-08-28","208","불검출","불검출","적합"
"19","냉장돔(황돔)","후쿠오카현","2014-08-28","95","불검출","불검출","적합"
"20","냉장돔(황돔)","야마구치현","2014-08-28","185","불검출","불검출","적합"
"21","냉장돔(참돔)","나가사키현","2014-08-28","440","불검출","불검출","적합"
"22","냉장돔(참돔)","후쿠오카현","2014-08-28","2,905","불검출","불검출","적합"
"23","냉장갈치","오이타현","2014-08-28","115","불검출","불검출","적합"
"24","냉장홍어","야마구치현","2014-08-28","240","불검출","불검출","적합"
"25","활꼬막","후쿠오카현","2014-08-28","2,940","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2014-08-28","1,096","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2014-08-28","2,325","불검출","불검출","적합"
"28","냉장갈치","와카야마현","2014-08-28","1,704","불검출","불검출","적합"
"29","냉장민어(수조기)","야마구치현","2014-08-28","66","불검출","불검출","적합"
"30","냉장명태","홋카이도","2014-08-28","1,428","불검출","불검출","적합"
"31","냉장명태","홋카이도","2014-08-28","1,428","불검출","불검출","적합"
