"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"20","떡류","군마현","2014-07-09","436.8","불검출","불검출","적합"
"21","떡류","군마현","2014-07-07","655.2","불검출","불검출","적합"
"22","떡류","군마현","2014-05-19","218.4","불검출","불검출","적합"
"23","떡류","군마현","2014-07-07","546","불검출","불검출","적합"
"24","떡류","군마현","2014-07-03","1,037.4","불검출","불검출","적합"
"25","떡류","군마현","2014-06-17","327.6","불검출","불검출","적합"
"26","떡류","군마현","2014-07-04","546","불검출","불검출","적합"
"27","떡류","군마현","2014-07-10","163.8","불검출","불검출","적합"
"28","떡류","군마현","2014-07-24","218.4","불검출","불검출","적합"
"29","떡류","군마현","2014-06-19","327.6","불검출","불검출","적합"
"30","떡류","군마현","2014-07-22","382.2","불검출","불검출","적합"
"31","떡류","군마현","2014-07-12","218.4","불검출","불검출","적합"
"32","떡류","군마현","2014-07-21","273","불검출","불검출","적합"
"33","떡류","군마현","2014-06-09","54.6","불검출","불검출","적합"
"34","떡류","군마현","2014-07-12","54.6","불검출","불검출","적합"
"35","캔디류(캐러멜)","군마현","2014-06-19","135.36","불검출","불검출","적합"
"36","기타장류","효고현","2014-05-09","1,188","불검출","불검출","적합"
"37","카레","나라현","2014-06-18","600","불검출","불검출","적합"
"38","청주","이와테현","2014-07-15","96.8","불검출","불검출","적합"
"39","청주","이와테현","2014-07-18","66.6","불검출","불검출","적합"
"40","카레","나라현","2014-06-19","400","불검출","불검출","적합"
"41","카레","나라현","2011-03-29","1,200","불검출","불검출","적합"
"42","청주","아키타현","2014-06-16","172.8","불검출","불검출","적합"
"43","청주","이와테현","2014-07-18","141","불검출","불검출","적합"
"44","청주","이와테현","2014-07-18","70.5","불검출","불검출","적합"
"45","청국장","훗카이도","2014-07-20","2,970","불검출","불검출","적합"
"46","과.채음료","야마나시현","2014-07-26","225","불검출","불검출","적합"
"47","정제,가공을거쳐
야하는식품원료","미에현","2014-08-12","1,009,385","불검출","불검출","적합"
"48","치자황색소","오사카부","2014-07-25","10","불검출","불검출","적합"
"49","기타천연착향료","이바라키현","2014-08-08","1,000","불검출","불검출","적합"
"50","땅콩또는견과류
가공품","오사카부","2014-01-15","100","불검출","불검출","적합"
"51","맥주","오이타현","2014-07-01","14,280","불검출","불검출","적합"
"52","과자(스낵과자)","사이타마현","2014-03-12","1,435","불검출","불검출","적합"
"53","과자(스낵과자)","사이타마현","2014-03-11","2,512","불검출","불검출","적합"
"54","빙과류","아이치현","2014-04-24","13,848.89","불검출","불검출","적합"
"55","혼합제제","오사카부","2014-08-05","100","불검출","불검출","적합"
"56","합성착향료","가나가와현","2014-06-27","3","불검출","불검출","적합"
"57","소스류","오카야마현","2014-08-07","501","불검출","불검출","적합"
"58","혼합제제","도치기현","2014-07-31","30","불검출","불검출","적합"
"59","청주","후쿠이현","2014-07-16","86","불검출","불검출","적합"
"60","청국장","가고시마현","2014-08-02","2,400","불검출","불검출","적합"
"61","가공두부","오사카부","2014-07-22","3,000","불검출","불검출","적합"
"62","가공두부","오사카부","2014-07-24","15,000","불검출","불검출","적합"
"63","추잉껌","아이치현","2014-06-17","1,741.82","불검출","불검출","적합"
"64","추잉껌","아이치현","2014-06-17","3,402","불검출","불검출","적합"
"65","추잉껌","아이치현","2014-06-17","3,402","불검출","불검출","적합"
"66","추잉껌","아이치현","2014-06-17","2,925.72","불검출","불검출","적합"
"67","즉석조리식품","히로시마현","2014-02-28","36","불검출","불검출","적합"
