"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"32","냉장홍어","홋카이도","2014-08-28","1,638","불검출","불검출","적합"
"33","냉장돔(참돔)","나가사키현","2014-08-28","760","불검출","불검출","적합"
"34","냉장명태","홋카이도","2014-08-28","2,706","불검출","불검출","적합"
"35","냉장갈치","와카야마현","2014-08-28","3,160","불검출","불검출","적합"
"36","냉장돔(참돔)","야마구치현","2014-08-28","430","불검출","불검출","적합"
"37","냉동가리비(외투막)","홋카이도","2014-08-28","23,000","불검출","불검출","적합"
"38","냉동가리비(외투막)","홋카이도","2014-08-28","23,000","불검출","불검출","적합"
"39","냉동남방참다랑어","인도양","2014-08-28","12,488","불검출","불검출","적합"
"40","활돔(벵에돔)","오이타현","2014-08-28","1,481","불검출","불검출","적합"
"41","냉장갈치","와카야마현","2014-08-28","616","불검출","불검출","적합"
"42","냉장준치","구마모토현","2014-08-28","161","불검출","불검출","적합"
"43","냉동눈다랑어(턱살)","태평양","2014-08-28","700","불검출","불검출","적합"
"44","냉동눈다랑어(목살,횟감)","태평양","2014-08-28","7,280","불검출","불검출","적합"
"45","냉동눈다랑어(F,횟감)","태평양","2014-08-28","2,220","불검출","불검출","적합"
