"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"80","라피노스(원료성)","훗카이도","2017-02-03","1,000","불검출","불검출","적합"
"81","과자","오사카부","2018-02-17","79","불검출","불검출","적합"
"82","청주","군마현","2018-02-20","86","불검출","불검출","적합"
"83","혼합제제","시즈오카현","2018-03-06","4,420","불검출","불검출","적합"
"84","혼합제제","오사카부","2018-02-23","120","불검출","불검출","적합"
"85","혼합제제","시가현","2018-02-16","400","불검출","불검출","적합"
"86","기타 주류","야마나시현","2018-03-13","1,874","불검출","불검출","적합"
"87","청주","도야마현","2018-03-01","60","불검출","불검출","적합"
"88","청주","나가노현","2018-02-21","130","불검출","불검출","적합"
"89","과·채가공품","오카야마현","2018-02-19","642","불검출","불검출","적합"
"90","캔디류","아이치현","2018-02-14","613","불검출","불검출","적합"
"91","맥주","이바라키현","2018-02-22","6,098","불검출","불검출","적합"
"92","맥주","이바라키현","2018-02-15","3,326","불검출","불검출","적합"
"93","맥주","이바라키현","2018-02-15","1,663","불검출","불검출","적합"
"94","소스","오카야마현","2018-03-15","501","불검출","불검출","적합"
"95","커피/건조","니카라과","2016-08-12","2,760","불검출","불검출","적합"
"96","청주","이와테현","2018-02-14","864","불검출","불검출","적합"
