"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"113","캔디류","아이치현","2018-03-05","234","불검출","불검출","적합"
"114","혼합제제","도쿄도","2018-03-12","300","불검출","불검출","적합"
"115","청주","교토부","2018-02-16","2,880","불검출","불검출","적합"
"116","청주","교토부","2018-02-05","720","불검출","불검출","적합"
"117","캔디류","아이치현","2018-03-06","109","불검출","불검출","적합"
"118","캔디류","아이치현","2018-03-02","104","불검출","불검출","적합"
"119","카레(커리)","도치기현","2018-02-08","152","불검출","불검출","적합"
"120","카레(커리)","도치기현","2018-01-23","759","불검출","불검출","적합"
"121","소스","히로시마현","2018-02-06","90","불검출","불검출","적합"
"122","효모식품","오이타현","2017-09-03","900","불검출","불검출","적합"
"123","캔디류","야마구치현","2018-01-31","336","불검출","불검출","적합"
