"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 138건","","","","1,264,964","","",""
"1","청주","효고현","2018-02-05","2,160","불검출","불검출","적합"
"2","청주","교토부","2017-12-25","3,175","불검출","불검출","적합"
"3","청주","효고현","2018-02-22","10,800","불검출","불검출","적합"
"4","청주","효고현","2018-02-15","12,000","불검출","불검출","적합"
"5","청주","효고현","2018-02-13","1,200","불검출","불검출","적합"
"6","청주","효고현","2018-02-21","4,860","불검출","불검출","적합"
"7","양조간장","후쿠오카현","2018-03-12","950","불검출","불검출","적합"
"8","맥주","오이타현","2018-01-16","215,280","불검출","불검출","적합"
"9","맥주","오이타현","2018-01-21","14,760","불검출","불검출","적합"
"10","맥주","오이타현","2018-01-29","16,422","불검출","불검출","적합"
"11","맥주","오이타현","2018-01-17","49,680","불검출","불검출","적합"
"12","맥주","오이타현","2018-01-08","99,360","불검출","불검출","적합"
"13","인스턴트커피","군마현","2018-03-05","432","불검출","불검출","적합"
