"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","84,750","-","-","-"
"1","활가리비","홋카이도","2016-06-23","7,100","불검출","불검출","적합"
"2","활장어(먹장어)","후쿠이현","2016-06-23","999","불검출","불검출","적합"
"3","활게(왕밤송이게)","홋카이도","2016-06-23","3,306","불검출","불검출","적합"
"4","냉장갈치","야마구치현","2016-06-23","295","불검출","불검출","적합"
"5","냉장갈치","에히메현","2016-06-23","170","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2016-06-23","568","불검출","불검출","적합"
"7","냉장대구","홋카이도","2016-06-23","70","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-06-23","1,200","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-06-23","172","불검출","불검출","적합"
"10","냉장대구","홋카이도","2016-06-23","70","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-06-23","2,188","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2016-06-23","1,248","불검출","불검출","적합"
"13","냉장준치","효고현","2016-06-23","360","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-06-23","1,369","불검출","불검출","적합"
