"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","96,183","-","-","-"
"1","냉장홍어","홋카이도","2016-06-22","5,450","불검출","불검출","적합"
"2","냉장준치","구마모토현","2016-06-22","385","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-06-22","1,538","불검출","불검출","적합"
"4","냉장갈치","에히메현","2016-06-22","670","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-06-22","1,370","불검출","불검출","적합"
"6","냉장가오리","후쿠오카현","2016-06-22","20","불검출","불검출","적합"
"7","냉동갈치","나가사키현","2016-06-22","20,800","불검출","불검출","적합"
"8","냉동게(참게)","후쿠오카현","2016-06-22","526","불검출","불검출","적합"
"9","활장어(먹장어)","후쿠오카현","2016-06-22","2,901","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-06-22","7,221","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-06-22","1,636","불검출","불검출","적합"
"12","냉장준치","구마모토현","2016-06-22","315","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-06-22","1,754","불검출","불검출","적합"
"14","마른고등어","나가사키현","2016-06-22","1,740","불검출","불검출","적합"
