"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"57","혼합제제","시가현","2016-06-08","25","불검출","불검출","적합"
"58","소스류","아이치현","2016-05-01","515","불검출","불검출","적합"
"59","향신료조제품","시즈오카현","2016-05-23","3,240","불검출","불검출","적합"
"60","국수","가가와현","2016-05-31","800","불검출","불검출","적합"
"61","로얄젤리제품","효고현","2015-04-02","40","불검출","불검출","적합"
"62","소스류","교토부","2016-05-18","125","불검출","불검출","적합"
"63","청주","교토부","2016-03-16","2,808","불검출","불검출","적합"
"64","소스류","교토부","2016-04-30","700","불검출","불검출","적합"
"65","혼합제제","오카야마현","2016-06-02","120","불검출","불검출","적합"
"66","혼합제제","오카야마현","2016-05-26","45","불검출","불검출","적합"
"67","볶은커피","지바현","2016-03-25","152","불검출","불검출","적합"
"68","청주","교토부","2016-05-31","10,541","불검출","불검출","적합"
"69","혼합제제","도쿄도","2016-06-01","17","불검출","불검출","적합"
"70","복합조미식품","효고현","2016-05-12","1,200","불검출","불검출","적합"
"71","소스류","교토부","2016-05-31","3,400","불검출","불검출","적합"
"72","소스류","야마나시현","2016-05-11","2,394","불검출","불검출","적합"
"73","소스류","아이치현","2016-04-29","1,536","불검출","불검출","적합"
"74","청주","고치현","2016-05-02","216","불검출","불검출","적합"
"75","청주","교토부","2016-04-28","86","불검출","불검출","적합"
"76","소스류","교토부","2016-05-25","5,765","불검출","불검출","적합"
"77","청주","오카야마현","2016-06-01","90","불검출","불검출","적합"
"78","청주","교토부","2016-05-16","86","불검출","불검출","적합"
"79","드레싱","사가현","2016-04-11","5,005","불검출","불검출","적합"
"80","소스류","교토부","2016-05-24","408","불검출","불검출","적합"
"81","어묵","시마네현","2016-04-15","194","불검출","불검출","적합"
"82","혼합제제","효고현","2016-05-26","12,160","불검출","불검출","적합"
"83","캔디류(사탕)","아이치현","2016-06-07","3,960","불검출","불검출","적합"
"84","가르시니아캄보지
아추출물","시즈오카현","2016-05-10","474","불검출","불검출","적합"
"85","복합조미식품","오사카부","2016-06-03","4,000","불검출","불검출","적합"
"86","소스류","교토부","2016-05-26","135","불검출","불검출","적합"
"87","캔디류(사탕)","후쿠시마현","2016-04-26","1,080","불검출","불검출","적합"
"88","혼합제제","효고현","2016-06-07","51","불검출","불검출","적합"
"89","청주","후쿠오카현","2016-05-11","86","불검출","불검출","적합"
"90","소스류","사가현","2016-02-24","501","불검출","불검출","적합"
"91","소스류","교토부","2016-05-14","2,470","불검출","불검출","적합"
"92","소스류","교토부","2016-05-14","2,470","불검출","불검출","적합"
"93","혼합제제","도쿄도","2016-06-01","22","불검출","불검출","적합"
"94","맥주","후쿠오카현","2016-05-03","52,380","불검출","불검출","적합"
"95","조제해수염화마그네슘","나가사키현","2016-06-02","2,376","불검출","불검출","적합"
"96","청주","야마구치현","2016-05-09","432","불검출","불검출","적합"
