"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","21,560","-","-","-"
"1","냉동새치
(황새치,F,횟감)","시즈오카현","2016-06-24","201","불검출","불검출","적합"
"2","냉장양태","구마모토현","2016-06-24","217","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-06-24","1,966","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-06-24","912","불검출","불검출","적합"
"5","냉장대구","홋카이도","2016-06-24","80","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-06-24","1,966","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-06-24","912","불검출","불검출","적합"
"8","냉장대구","홋카이도","2016-06-24","80","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-06-24","6,578","불검출","불검출","적합"
"10","냉동갈치","야마구치현","2016-06-24","7,172","불검출","불검출","적합"
"11","활돔(벵에돔)","나가사키현","2016-06-24","1,476","불검출","불검출","적합"
