"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","130,968","-","-","-"
"1","냉동개아지살
(가리비,포장횟감)","홋카이도","2017-01-09","1,600","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2017-01-09","8,697","불검출","불검출","적합"
"3","활방어","구마모토현","2017-01-09","6,765","불검출","불검출","적합"
"4","활돔(참돔)","구마모토현","2017-01-09","8,828","불검출","불검출","적합"
"5","활방어","에히메현","2017-01-09","6,659","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2017-01-09","1,830","불검출","불검출","적합"
"7","냉장갈치","후쿠오카현","2017-01-09","490","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2017-01-09","340","불검출","불검출","적합"
"9","냉장돔(황돔)","후쿠오카현","2017-01-09","52","불검출","불검출","적합"
"10","활꼬막","후쿠오카현","2017-01-09","1,620","불검출","불검출","적합"
"11","냉동새치(황새치)","대서양","2017-01-09","59,172","불검출","불검출","적합"
"12","냉장갈치","오이타현","2017-01-09","415","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2017-01-09","800","불검출","불검출","적합"
"14","냉장돔(황돔)","나가사키현","2017-01-09","112","불검출","불검출","적합"
"15","냉장가오리","야마구치현","2017-01-09","260","불검출","불검출","적합"
"16","냉동새치(황새치)","대서양","2017-01-09","23,313","불검출","불검출","적합"
