"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","107","864,055","2","600,000","101","243,935","0","0","4","20,120"
"1.9","107","864,055","2","600,000","101","243,935","0","0","4","20,120"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
