"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2017-01-10","2,670","불검출","불검출","적합"
"18","냉장갈치","에히메현","2017-01-10","696","불검출","불검출","적합"
"19","냉장갈치","효고현","2017-01-10","72","불검출","불검출","적합"
"20","냉장병어","효고현","2017-01-10","30","불검출","불검출","적합"
"21","냉장명태","홋카이도","2017-01-10","2,970","불검출","불검출","적합"
"22","냉장갈치","에히메현","2017-01-10","640","불검출","불검출","적합"
"23","냉장갈치","에히메현","2017-01-10","1,312","불검출","불검출","적합"
"24","냉장갈치","오이타현","2017-01-10","435","불검출","불검출","적합"
"25","냉장명태","홋카이도","2017-01-10","4,300","불검출","불검출","적합"
"26","냉장갈치","후쿠오카현","2017-01-10","1,841","불검출","불검출","적합"
"27","냉장돔(참돔)","후쿠오카현","2017-01-10","265","불검출","불검출","적합"
"28","냉장명태","홋카이도","2017-01-10","4,000","불검출","불검출","적합"
"29","활우렁쉥이","홋카이도","2017-01-10","8,823","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2017-01-10","8,562","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2017-01-10","9,019","불검출","불검출","적합"
"32","냉장갈치","후쿠오카현","2017-01-10","1,740","불검출","불검출","적합"
"33","냉장준치","야마구치현","2017-01-10","96","불검출","불검출","적합"
