"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장명태","홋카이도","2016-02-24","4,764","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-02-24","2,964","불검출","불검출","적합"
"18","활돔 벵에돔
(
)","오이타현","2016-02-24","1,398","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-02-24","3,550","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2016-02-24","722","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-02-24","7,282","불검출","불검출","적합"
"22","냉장갈치","히로시마현","2016-02-24","345","불검출","불검출","적합"
"23","냉장갈치","에히메현","2016-02-24","4,416","불검출","불검출","적합"
"24","냉장갈치","에히메현","2016-02-24","488","불검출","불검출","적합"
"25","냉장갈치","에히메현","2016-02-24","560","불검출","불검출","적합"
"26","냉장홍어","홋카이도","2016-02-24","473","불검출","불검출","적합"
"27","활해삼","효고현","2016-02-24","425","불검출","불검출","적합"
"28","활돔 강담돔
(
)","가가와현","2016-02-24","590","불검출","불검출","적합"
"29","활낙지","효고현","2016-02-24","199","불검출","불검출","적합"
"30","활돔 돌돔(
)","미에현","2016-02-24","363","불검출","불검출","적합"
"31","활장어 먹장어
(
)","나가사키현","2016-02-24","1,571","불검출","불검출","적합"
